optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,4,324328.2324,4.79288,0.68565,0.37111,0.4841,0.2017,0.42061,0.34197,0.19147,0.24549,0.45894
SADE,MSEI,2,4,324331.75475,4.792,0.67388,0.36181,0.4864,0.21267,0.42153,0.34766,0.19576,0.25048,0.45861
SADE,MSEI,3,4,324335.25801,4.79235,0.68567,0.38204,0.48347,0.20292,0.41983,0.33648,0.18839,0.24154,0.45808
SADE,MSEI,4,4,324338.92101,4.78572,0.67992,0.37145,0.48568,0.20778,0.42098,0.34477,0.19352,0.2479,0.45873
SADE,MSEI,5,4,324342.89703,4.79192,0.68108,0.36359,0.48681,0.20153,0.42176,0.35271,0.19769,0.25337,0.45992
SADE,MSEI,6,4,324348.40206,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,7,4,324353.87751,4.79057,0.68235,0.36992,0.48467,0.20564,0.42008,0.3402,0.19068,0.24438,0.45808
SADE,MSEI,8,4,324359.34593,4.78617,0.68066,0.36521,0.48579,0.20622,0.42076,0.34519,0.19363,0.24809,0.45862
SADE,MSEI,9,4,324364.81758,4.78938,0.6815,0.36521,0.48571,0.20414,0.42057,0.34561,0.19375,0.2483,0.45854
SADE,MSEI,10,4,324370.26272,4.79146,0.67752,0.36133,0.48661,0.20716,0.42117,0.34975,0.19646,0.2516,0.45873
SADE,CHI,1,4,324375.72108,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,2,4,324381.39085,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,3,4,324387.06538,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,4,4,324392.71776,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,5,4,324398.38738,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,6,4,324404.0478,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,7,4,324408.47759,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,8,4,324411.96211,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,9,4,324415.4364,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,10,4,324418.91807,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,NMIS,1,4,324422.42105,7.54709,1.0683,0.15788,0.35625,-0.06143,0.55042,0.64304,0.3697,0.46948,0.59279
SADE,NMIS,2,4,324426.75045,12.43209,0.78037,0.29758,0.40395,0.00875,0.51066,0.24919,0.97469,0.39691,0.52249
SADE,NMIS,3,4,324431.06257,8.72228,1.11207,0.23951,0.32545,-0.33084,0.56274,0.67376,0.38617,0.49095,0.60583
SADE,NMIS,4,4,324435.35547,9.04122,1.15391,0.16081,0.31546,-0.3434,0.56909,0.68768,0.39125,0.49874,0.61507
SADE,NMIS,5,4,324439.65544,9.25344,1.08265,0.14897,0.31276,-0.31596,0.57539,0.66787,0.39027,0.49266,0.61364
SADE,NMIS,6,4,324443.93655,10.23552,0.90902,0.15787,0.31429,-0.09029,0.58725,0.6023,0.38428,0.4692,0.60836
SADE,NMIS,7,4,324448.2266,9.12431,1.16885,0.16758,0.31375,-0.34932,0.57017,0.68768,0.39179,0.49918,0.61591
SADE,NMIS,8,4,324452.50398,9.16927,1.16722,0.31691,0.31328,-0.34857,0.57118,0.68714,0.39209,0.49928,0.61648
SADE,NMIS,9,4,324456.77762,8.64702,1.17431,0.16073,0.32861,-0.34517,0.56185,0.67765,0.38242,0.48892,0.60992
SADE,NMIS,10,4,324461.05437,8.94298,1.1546,0.16095,0.31824,-0.34244,0.56762,0.68822,0.39073,0.49846,0.61416
SADE,ARS,1,4,324465.33874,9.25848,1.15128,0.33725,0.31228,-0.34193,0.57051,0.66402,0.38079,0.48402,0.61418
SADE,ARS,2,4,324468.79051,9.09,1.15782,0.25603,0.31388,-0.34222,0.56519,0.64604,0.36839,0.46922,0.61025
SADE,ARS,3,4,324472.23747,8.97309,1.12515,0.14758,0.31057,-0.27188,0.57103,0.63837,0.37333,0.47113,0.6091
SADE,ARS,4,4,324475.67247,9.08037,1.24245,0.17226,0.31334,-0.37672,0.56524,0.66455,0.37761,0.48158,0.61184
SADE,ARS,5,4,324479.12786,9.13673,1.17224,0.18549,0.31309,-0.35171,0.56717,0.66059,0.37676,0.47985,0.61242
SADE,ARS,6,4,324482.56577,8.86723,1.1684,0.35117,0.32021,-0.34623,0.56603,0.68933,0.39034,0.49844,0.61338
SADE,ARS,7,4,324486.00583,8.85693,1.15824,0.35117,0.3211,-0.34143,0.56643,0.68878,0.39035,0.4983,0.61346
SADE,ARS,8,4,324489.43722,9.30871,1.23642,0.16352,0.30583,-0.38035,0.56872,0.66319,0.37885,0.48223,0.61401
SADE,ARS,9,4,324492.88016,10.03942,1.33604,0.18404,0.27528,-0.43032,0.57166,0.61771,0.35838,0.4536,0.61357
SADE,ARS,10,4,324496.31507,8.78423,1.14274,0.12884,0.31806,-0.28693,0.56773,0.6452,0.37461,0.47401,0.60762
SSO,MSEI,1,4,324499.75706,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,2,4,324502.68393,4.79015,0.67947,0.36979,0.4851,0.2086,0.42122,0.34436,0.19342,0.24771,0.45886
SSO,MSEI,3,4,324505.61879,4.79303,0.68482,0.37499,0.4846,0.20231,0.42123,0.34713,0.19446,0.24928,0.45946
SSO,MSEI,4,4,324508.54205,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,5,4,324511.47467,4.78747,0.68233,0.37049,0.48461,0.20632,0.42029,0.34,0.19065,0.24431,0.45821
SSO,MSEI,6,4,324514.40079,4.79156,0.68479,0.36566,0.48478,0.20104,0.42051,0.34207,0.19148,0.24552,0.45887
SSO,MSEI,7,4,324517.34406,4.79342,0.68039,0.35959,0.48674,0.20304,0.42243,0.3527,0.19784,0.25349,0.46053
SSO,MSEI,8,4,324520.2665,4.789,0.67932,0.3704,0.4867,0.20532,0.4213,0.35096,0.19694,0.2523,0.4591
SSO,MSEI,9,4,324523.1643,4.78967,0.68391,0.3725,0.48472,0.20296,0.42027,0.34122,0.19111,0.245,0.45847
SSO,MSEI,10,4,324526.02569,4.79299,0.67641,0.35025,0.48537,0.21104,0.42084,0.34246,0.19263,0.24657,0.4581
SSO,CHI,1,4,324528.88681,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,2,4,324531.78502,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,3,4,324534.67637,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,4,4,324537.57279,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,5,4,324540.49915,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,6,4,324543.38485,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,7,4,324546.27147,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,8,4,324549.15851,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,9,4,324552.05512,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,10,4,324554.94967,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,NMIS,1,4,324557.84651,28.45892,1.11836,0.33498,0.39512,-0.19318,0.56684,0.12897,0.96777,0.22761,0.56971
SSO,NMIS,2,4,324561.56466,8.19722,0.97838,0.18308,0.28439,-0.07886,0.52273,0.5325,0.32948,0.40708,0.553
SSO,NMIS,3,4,324565.27506,10.90229,0.94058,0.14595,0.29658,-0.08528,0.60329,0.59705,0.39228,0.47347,0.621
SSO,NMIS,4,4,324568.97263,16.5977,1.41676,0.12792,0.24555,-0.4101,0.46718,0.21329,0.18625,0.19885,0.4837
SSO,NMIS,5,4,324572.68616,7.6835,1.1512,0.22661,0.35086,-0.09399,0.54128,0.56722,0.3259,0.41396,0.58214
SSO,NMIS,6,4,324576.39112,9.40517,1.08202,0.14085,0.32119,-0.07093,0.5716,0.60884,0.37782,0.46628,0.59666
SSO,NMIS,7,4,324580.09069,7.49858,1.07175,0.2518,0.35935,-0.06353,0.55101,0.65828,0.37768,0.47998,0.59401
SSO,NMIS,8,4,324583.78537,8.17717,1.08917,0.23302,0.32932,-0.0719,0.55292,0.60649,0.35458,0.44752,0.59062
SSO,NMIS,9,4,324587.49294,12.8462,0.80102,0.26809,0.39852,-0.02618,0.51435,0.26793,0.19788,0.22764,0.52943
SSO,NMIS,10,4,324591.21376,15.08171,0.99825,0.2577,0.29476,-0.23659,0.52617,0.22652,0.88347,0.36059,0.54412
SSO,ARS,1,4,324594.94489,9.0026,1.17237,0.34329,0.31067,-0.33224,0.57059,0.68687,0.39167,0.49887,0.61591
SSO,ARS,2,4,324597.8734,9.15103,1.10012,0.31529,0.31283,-0.29927,0.57593,0.66787,0.39058,0.4929,0.61408
SSO,ARS,3,4,324600.80611,10.94672,1.11006,0.1601,0.27454,-0.07833,0.60257,0.58363,0.38421,0.46338,0.6203
SSO,ARS,4,4,324603.73561,9.08556,1.11245,0.31529,0.3126,-0.28177,0.57698,0.66787,0.39118,0.49338,0.61492
SSO,ARS,5,4,324606.667,9.20105,1.10633,0.13551,0.3097,-0.28259,0.57617,0.65101,0.3827,0.48203,0.61305
SSO,ARS,6,4,324609.59454,8.82511,1.15212,0.12968,0.31187,-0.2741,0.56255,0.64318,0.37214,0.47148,0.60285
