optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,4,963996.6472409999,4.785952,0.6786349999999999,0.38509,0.486255,0.20834599999999998,0.421429,0.34808000000000006,0.19548800000000002,0.250364,0.459094
SADE,CHI,4,964025.179951,4.7859110000000005,0.678102,0.38743999999999995,0.4865830000000001,0.208392,0.421645,0.34975100000000003,0.196461,0.251594,0.45928900000000006
SADE,RTS,4,964375.0860540001,44.81083700000001,inf,0.10106400000000001,-0.22459299999999996,-0.059266000000000006,0.670577,0.339447,0.622622,0.268884,0.6907209999999999
SADE,ARS,4,964793.862684,8.828627000000001,1.149561,0.190834,0.321243,-0.333887,0.563179,0.6577390000000001,0.37470600000000004,0.47741100000000003,0.6083130000000001
SSO,MSEI,4,964820.240745,4.78576,0.6780820000000001,0.396536,0.48644600000000005,0.208786,0.42155,0.34905400000000003,0.19608600000000004,0.2511049999999999,0.459164
SSO,CHI,4,964844.3324339999,4.786497,0.6785869999999999,0.37283099999999997,0.486206,0.20844999999999997,0.42142,0.348224,0.195585,0.250479,0.459067
SSO,RTS,4,965188.38305,95.65702999999999,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,ARS,4,965603.388487,9.120853,1.173445,0.182062,0.307895,-0.26470000000000005,0.568707,0.635656,0.37063199999999996,0.4681349999999999,0.6082270000000001
AO,MSEI,4,965628.677737,4.934807999999999,0.717466,0.33057299999999995,0.46636,0.18326199999999998,0.41928,0.32937299999999997,0.183417,0.23561499999999996,0.45917399999999997
AO,CHI,4,965651.41303,4.94184,0.7262190000000001,0.33684600000000003,0.46238999999999997,0.179978,0.417569,0.31899500000000003,0.177128,0.227772,0.45790999999999993
AO,RTS,4,965992.070284,95.65702999999999,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
AO,ARS,4,966409.1943989999,9.787997,1.0576749999999997,0.17677199999999998,0.30067800000000006,-0.172407,0.552784,0.5102800000000001,0.316489,0.389201,0.583201
M-EO,MSEI,4,966442.767571,4.788872,0.6779779999999999,0.369123,0.48633,0.20849600000000001,0.42170699999999994,0.35057,0.19698600000000002,0.25223699999999993,0.45928500000000005
M-EO,CHI,4,966482.31043,4.812985,0.6868489999999999,0.361518,0.482525,0.204014,0.421863,0.346511,0.19432100000000002,0.24899999999999994,0.459964
M-EO,RTS,4,967052.367258,95.65702999999999,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
M-EO,ARS,4,967741.805869,10.043837,1.2228,0.183514,0.300954,-0.35894000000000004,0.5721890000000001,0.620277,0.36855899999999997,0.46100599999999997,0.612185
GSKA,MSEI,4,967786.35799,4.799895,0.677374,0.38224,0.4859940000000001,0.20747,0.421415,0.34925700000000004,0.19626400000000002,0.251305,0.458941
GSKA,CHI,4,967833.978698,4.796557,0.6803980000000001,0.374429,0.48504499999999995,0.20602900000000002,0.420961,0.3448,0.193525,0.24790600000000002,0.458754
GSKA,RTS,4,968201.2215089999,78.608116,inf,0.03247100000000001,-0.744344,-0.043979000000000004,0.7413679999999999,0.107365,0.86729,0.082654,0.765521
GSKA,ARS,4,968639.6616020001,8.869395,1.144806,0.19646099999999997,0.31909,-0.29401,0.560086,0.6204080000000001,0.357343,0.45331299999999997,0.602902
IQSA,MSEI,4,968690.183233,4.785774999999999,0.6783129999999999,0.378739,0.486349,0.20865799999999995,0.421479,0.34852500000000003,0.19576900000000003,0.25070899999999996,0.45911
IQSA,CHI,4,968743.623116,4.78576,0.6780820000000001,0.388436,0.48644600000000005,0.208786,0.42155,0.34905400000000003,0.19608600000000004,0.2511049999999999,0.459164
IQSA,RTS,4,969434.196662,9.533838,1.134456,0.185351,0.30226800000000004,-0.2238,0.578859,0.629264,0.378166,0.47211499999999995,0.61283
IQSA,ARS,4,970265.4940650001,9.458404,1.133779,0.18935800000000003,0.306166,-0.319734,0.573121,0.650084,0.38051500000000005,0.4798889999999999,0.611871
SOA,MSEI,4,970303.848075,5.001493,0.7100190000000002,0.31213599999999997,0.465684,0.178219,0.420298,0.33777,0.189059,0.24242099999999994,0.45898200000000006
SOA,CHI,4,970321.3231340001,5.101537,0.732286,0.3295930000000001,0.45661700000000005,0.15708699999999998,0.421476,0.335241,0.187327,0.24034400000000003,0.4605020000000001
SOA,RTS,4,970659.366307,95.65702999999999,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SOA,ARS,4,971073.1288899999,8.364192,1.182348,0.17975500000000003,0.314155,-0.265801,0.519825,0.486818,0.27913899999999997,0.354779,0.56096
AAEO,MSEI,4,971107.66249,4.786144999999999,0.678861,0.38503000000000004,0.486147,0.20821799999999996,0.42132,0.347604,0.19520200000000001,0.250005,0.45899599999999996
AAEO,CHI,4,971156.142816,4.791176999999999,0.677827,0.36961999999999995,0.4863350000000001,0.208229,0.42184,0.352373,0.19803400000000002,0.2535609999999999,0.45939300000000005
AAEO,RTS,4,971842.6330430001,27.435428,inf,0.096654,0.006314999999999982,-0.19934500000000002,0.617964,0.433882,0.469161,0.33136,0.6461250000000001
AAEO,ARS,4,972670.3872740001,8.930741999999999,1.236437,0.181699,0.307566,-0.35490499999999997,0.5493919999999999,0.587617,0.336877,0.428188,0.592336
RUN,MSEI,4,972723.320129,4.78576,0.6780820000000001,0.392486,0.48644600000000005,0.208786,0.42155,0.349054,0.196086,0.25110499999999997,0.459164
RUN,CHI,4,972780.813459,4.78576,0.6780820000000001,0.390537,0.48644600000000005,0.208786,0.42155,0.349054,0.196086,0.25110499999999997,0.459164
RUN,RTS,4,973339.9738740001,95.65702999999999,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
RUN,ARS,4,974011.886497,12.039715,1.1965279999999998,0.15428499999999998,0.252991,-0.176368,0.595998,0.48726699999999995,0.39520799999999995,0.41442000000000007,0.6154559999999999
INFO,MSEI,4,974058.4808699999,4.822411,0.6847989999999999,0.382331,0.482773,0.20172299999999996,0.420872,0.34397500000000003,0.19309700000000002,0.24734100000000003,0.458597
INFO,CHI,4,974091.9702239999,4.785809,0.6783939999999999,0.38227599999999995,0.48636100000000004,0.208497,0.421458,0.34857,0.195781,0.2507309999999999,0.459101
INFO,RTS,4,974444.5051329999,13.163263,1.1092359999999999,0.155581,0.28336599999999995,-0.169892,0.5958330000000001,0.5170669999999999,0.43185199999999996,0.428334,0.614768
INFO,ARS,4,974868.532905,9.542479,1.173246,0.222303,0.300108,-0.29408500000000004,0.5731290000000001,0.6241220000000001,0.37021600000000005,0.46434099999999995,0.6104390000000001
