optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,4,963983.80961,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,2,4,963986.66298,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,3,4,963989.52798,4.78572,0.67992,0.37145,0.48568,0.20778,0.42098,0.34477,0.19352,0.2479,0.45873
SADE,MSEI,4,4,963992.38156,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,5,4,963995.22953,4.78572,0.67992,0.37145,0.48568,0.20778,0.42098,0.34477,0.19352,0.2479,0.45873
SADE,MSEI,6,4,963998.09206,4.78909,0.68324,0.37049,0.48464,0.20448,0.4205,0.34084,0.19101,0.24482,0.45859
SADE,MSEI,7,4,964000.95115,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,8,4,964003.77679,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,9,4,964006.60584,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,10,4,964009.43491,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,1,4,964012.23428,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,2,4,964015.10157,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,3,4,964017.98802,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,4,4,964020.86383,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,5,4,964023.7594,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,6,4,964026.62927,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,7,4,964029.50701,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,8,4,964032.37464,4.78591,0.67842,0.40843,0.48677,0.20745,0.42148,0.35051,0.19681,0.25208,0.45918
SADE,CHI,9,4,964035.23605,4.78849,0.67941,0.39751,0.48683,0.20527,0.42216,0.35181,0.19745,0.25294,0.46009
SADE,CHI,10,4,964038.10544,4.78572,0.67992,0.37145,0.48568,0.20778,0.42098,0.34477,0.19352,0.2479,0.45873
SADE,RTS,1,4,964040.97632,10.72616,0.9375,0.23097,0.3001,-0.08572,0.59972,0.59846,0.39074,0.47279,0.61823
SADE,RTS,2,4,964115.43511,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,3,4,964189.94205,11.26311,0.95869,0.15038,0.28713,-0.10342,0.59673,0.52758,0.35074,0.42136,0.61242
SADE,RTS,4,4,964264.47628,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,5,4,964339.71328,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,6,4,964413.31846,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,7,4,964486.60192,10.33405,0.91489,0.15524,0.31132,-0.09122,0.58962,0.60133,0.38525,0.46963,0.61015
SADE,RTS,8,4,964559.83059,10.97902,0.98462,0.14069,0.28238,-0.09805,0.59709,0.53216,0.35312,0.42454,0.61421
SADE,RTS,9,4,964633.37291,11.40946,0.98364,0.14854,0.27389,-0.12778,0.59559,0.53696,0.3553,0.42764,0.61151
SADE,RTS,10,4,964707.19362,10.76845,0.94122,0.18482,0.29925,-0.08647,0.6007,0.59798,0.39107,0.47288,0.61897
SADE,ARS,1,4,964781.11493,8.92683,1.15496,0.23043,0.31749,-0.34145,0.56557,0.66956,0.37984,0.48471,0.61241
SADE,ARS,2,4,964783.95088,9.04622,1.13588,0.14723,0.31831,-0.33889,0.56421,0.63152,0.36555,0.46306,0.60443
SADE,ARS,3,4,964786.78118,8.71486,1.10536,0.15815,0.31711,-0.27821,0.5607,0.61051,0.3535,0.44774,0.60073
SADE,ARS,4,4,964789.61042,8.60712,1.16709,0.23797,0.32663,-0.34429,0.55929,0.66523,0.37433,0.47908,0.60819
SADE,ARS,5,4,964792.4467,8.86671,1.15785,0.33912,0.32329,-0.33743,0.56302,0.65145,0.37053,0.47238,0.60858
SADE,ARS,6,4,964795.27917,8.62397,1.15777,0.16268,0.32682,-0.33653,0.56119,0.67549,0.38094,0.48715,0.60938
SADE,ARS,7,4,964798.11171,8.7453,1.20926,0.16337,0.32623,-0.36303,0.55746,0.6547,0.36928,0.47221,0.60528
SADE,ARS,8,4,964800.94355,8.63366,1.16467,0.16108,0.32616,-0.33782,0.56187,0.6762,0.38145,0.48775,0.61004
SADE,ARS,9,4,964803.77646,9.04122,1.15391,0.16081,0.31546,-0.3434,0.56909,0.68768,0.39125,0.49874,0.61507
SADE,ARS,10,4,964806.61184,9.08038,1.08886,0.1475,0.31493,-0.31782,0.56939,0.65505,0.38039,0.48129,0.60902
SSO,MSEI,1,4,964809.44291,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,2,4,964811.82999,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,3,4,964814.24646,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,4,4,964816.64483,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,5,4,964819.04729,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,6,4,964821.45715,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,7,4,964823.84631,4.78747,0.68233,0.37049,0.48461,0.20632,0.42029,0.34,0.19065,0.24431,0.45821
SSO,MSEI,8,4,964826.2333,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,9,4,964828.6326,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,MSEI,10,4,964831.02661,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,1,4,964833.41977,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,2,4,964835.8515,4.79484,0.68738,0.33594,0.48221,0.20296,0.41899,0.3317,0.18564,0.23805,0.45724
SSO,CHI,3,4,964838.28369,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,4,4,964840.70641,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,5,4,964843.12286,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,6,4,964845.54889,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,7,4,964847.9626,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,8,4,964850.38256,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,9,4,964852.80883,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,CHI,10,4,964855.23723,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SSO,RTS,1,4,964857.66287,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,2,4,964931.21042,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,3,4,965004.80881,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,4,4,965078.01669,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,5,4,965151.53342,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,6,4,965225.07382,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,7,4,965298.70171,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,8,4,965372.22385,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,9,4,965445.65,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,RTS,10,4,965518.94891,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SSO,ARS,1,4,965592.4035,10.01642,1.02943,0.18459,0.31468,-0.05318,0.58367,0.60279,0.38199,0.46764,0.60538
SSO,ARS,2,4,965594.84696,9.18497,1.12662,0.14688,0.30561,-0.27101,0.57619,0.63665,0.37521,0.47216,0.61263
SSO,ARS,3,4,965597.28155,9.05705,1.16087,0.15311,0.30334,-0.27987,0.56117,0.62042,0.3617,0.45698,0.59926
SSO,ARS,4,4,965599.727,8.69985,1.16248,0.13662,0.29958,-0.10657,0.56267,0.58797,0.34707,0.43649,0.59818
SSO,ARS,5,4,965602.17294,10.02414,1.3094,0.14675,0.27728,-0.41359,0.57727,0.64283,0.37405,0.47292,0.61888
SSO,ARS,6,4,965604.61003,8.46184,1.16566,0.21966,0.32209,-0.12452,0.56378,0.58445,0.34263,0.432,0.6007
SSO,ARS,7,4,965607.04864,9.09732,1.21557,0.14411,0.29198,-0.33908,0.5639,0.62848,0.35997,0.45775,0.60767
SSO,ARS,8,4,965609.49165,8.90592,1.2172,0.16635,0.32073,-0.36605,0.56462,0.67541,0.38255,0.48845,0.61192
SSO,ARS,9,4,965611.92865,8.97843,1.1801,0.16986,0.31791,-0.35269,0.56773,0.68878,0.39098,0.49881,0.61447
SSO,ARS,10,4,965614.37395,8.78259,1.16712,0.35269,0.32575,-0.34044,0.56607,0.68878,0.39017,0.49815,0.61318
AO,MSEI,1,4,965616.82658,4.98468,0.75635,0.30788,0.45352,0.16509,0.41852,0.3131,0.17212,0.22213,0.46127
AO,MSEI,2,4,965619.49355,4.98536,0.75642,0.31663,0.45215,0.16617,0.41674,0.30667,0.16863,0.2176,0.45924
AO,MSEI,3,4,965622.09568,5.01122,0.75193,0.35228,0.45074,0.16446,0.41243,0.29596,0.16299,0.21021,0.45408
AO,MSEI,4,4,965624.77156,4.84033,0.68614,0.3803,0.48419,0.18863,0.42076,0.35431,0.1981,0.25412,0.45927
AO,MSEI,5,4,965627.3802,4.87388,0.69376,0.3596,0.47865,0.19418,0.42552,0.357,0.20015,0.2565,0.46417
AO,MSEI,6,4,965630.0377,4.94711,0.66045,0.27984,0.47868,0.21783,0.42595,0.36227,0.20646,0.26302,0.46113
AO,MSEI,7,4,965632.60885,4.95984,0.74748,0.29907,0.45469,0.16905,0.41482,0.30858,0.16991,0.21915,0.45675
AO,MSEI,8,4,965635.22988,5.00688,0.75305,0.35242,0.45039,0.16463,0.41268,0.29677,0.16339,0.21075,0.45444
AO,MSEI,9,4,965637.87324,4.85383,0.68369,0.3369,0.48004,0.20566,0.42183,0.34491,0.19377,0.24814,0.45956
AO,MSEI,10,4,965640.46013,4.88495,0.68539,0.32081,0.48055,0.19692,0.42355,0.35416,0.19865,0.25453,0.46183
AO,CHI,1,4,965643.10721,4.96875,0.75083,0.3169,0.45413,0.16859,0.41559,0.30701,0.16889,0.21791,0.45785
AO,CHI,2,4,965644.95099,5.01615,0.75375,0.33415,0.45017,0.16299,0.41293,0.29669,0.16339,0.21073,0.45464
AO,CHI,3,4,965646.79749,5.01122,0.75193,0.33035,0.45074,0.16446,0.41243,0.29596,0.16299,0.21021,0.45408
AO,CHI,4,4,965648.65957,4.83987,0.67232,0.39855,0.48079,0.21855,0.42358,0.34543,0.1954,0.24961,0.45994
AO,CHI,5,4,965650.50584,4.85198,0.69021,0.38637,0.48178,0.18399,0.42025,0.34935,0.1951,0.25037,0.45901
AO,CHI,6,4,965652.3445,4.99419,0.75138,0.3291,0.45137,0.1653,0.41286,0.3001,0.16506,0.21298,0.4549
AO,CHI,7,4,965654.1873,4.88403,0.67543,0.33012,0.4796,0.2109,0.42567,0.34858,0.19708,0.2518,0.46255
AO,CHI,8,4,965656.00483,4.96309,0.73866,0.31587,0.45735,0.17312,0.41721,0.31806,0.17586,0.22649,0.45833
AO,CHI,9,4,965657.86216,4.92848,0.72539,0.29537,0.46337,0.18279,0.41879,0.32029,0.17787,0.22872,0.459
AO,CHI,10,4,965659.71041,4.96064,0.75229,0.33168,0.4546,0.16909,0.41638,0.30848,0.16964,0.2189,0.4588
AO,RTS,1,4,965661.57502,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
AO,RTS,2,4,965734.77214,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
AO,RTS,3,4,965808.3918,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
AO,RTS,4,4,965881.91275,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
