optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,405137.02288,5.50435,0.72744,0.16123,0.50832,0.5179,0.73235,0.62608,0.62614,0.62611,0.73235
SADE,MSEI,2,3,405141.02148,5.50317,0.72849,0.15925,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,MSEI,3,3,405145.03519,5.50426,0.72754,0.1587,0.50851,0.51818,0.7298,0.62471,0.62505,0.62488,0.7298
SADE,MSEI,4,3,405148.98383,5.50605,0.72919,0.16239,0.5077,0.51795,0.72528,0.61792,0.61822,0.61807,0.72528
SADE,MSEI,5,3,405152.36626,5.50446,0.73026,0.16352,0.50724,0.51798,0.72352,0.61735,0.61751,0.61743,0.72352
SADE,MSEI,6,3,405155.22771,5.50453,0.72844,0.15914,0.50792,0.51801,0.72791,0.62286,0.62302,0.62294,0.72791
SADE,MSEI,7,3,405157.92007,5.50566,0.72642,0.16315,0.50891,0.51797,0.73427,0.62914,0.6294,0.62927,0.73427
SADE,MSEI,8,3,405160.60874,5.50463,0.72809,0.15812,0.50791,0.51787,0.73046,0.62421,0.62425,0.62423,0.73046
SADE,MSEI,9,3,405164.3367,5.50601,0.7289,0.16276,0.50784,0.51798,0.7259,0.61854,0.61886,0.6187,0.7259
SADE,MSEI,10,3,405168.25332,5.51333,0.72475,0.16216,0.50943,0.51719,0.74263,0.63431,0.6344,0.63435,0.74263
SADE,CHI,1,3,405172.18558,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,2,3,405176.21954,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,3,3,405180.06555,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,4,3,405184.03634,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,5,3,405187.88792,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,6,3,405191.83324,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,7,3,405195.70802,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,8,3,405199.62472,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,9,3,405203.60542,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
