optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,405153.077618,5.5056449999999995,0.727952,0.161042,0.508191,0.517926,0.729934,0.6236090000000001,0.6238119999999999,0.62371,0.729934
SADE,CHI,3,405189.864939,13.763720000000001,0.47905999999999993,0.32652000000000003,0.64567,0.49155,0.75899,0.5270900000000001,0.945152,0.6766880000000001,0.78319
SADE,RTS,3,406196.50628599996,6.803337999999999,0.878843,0.124726,0.48418199999999995,0.404851,0.9998670000000001,0.9995619999999998,0.9995619999999998,0.9995619999999998,0.9998670000000001
SADE,ARS,3,407202.72626799997,6.803585,0.879007,0.131623,0.484138,0.40483,0.9994669999999999,0.9983319999999999,0.9983329999999999,0.9983319999999999,0.9994669999999999
SSO,MSEI,3,407226.347198,5.509519999999999,0.727676,0.15954300000000002,0.5080879999999999,0.5177039999999999,0.729052,0.624355,0.624627,0.624491,0.729052
SSO,CHI,3,407248.792774,13.763720000000001,0.47905999999999993,0.32857800000000004,0.64567,0.49155,0.75899,0.5270900000000001,0.9438190000000001,0.676363,0.78319
SSO,RTS,3,408054.747397,6.796486999999999,0.8770749999999999,0.12782299999999996,0.4844130000000001,0.405516,0.997082,0.9924519999999999,0.992466,0.9924569999999999,0.997082
SSO,ARS,3,409035.597737,6.796003999999999,0.875905,0.125443,0.48447299999999993,0.40557499999999996,0.9961590000000001,0.9902470000000001,0.9902619999999999,0.990253,0.9961590000000001
AO,MSEI,3,409058.073184,5.765745,0.752292,0.149342,0.49609899999999996,0.49605000000000005,0.740785,0.627296,0.628968,0.6281300000000001,0.740789
AO,CHI,3,409077.92520899995,13.767163,0.47858699999999993,0.326407,0.645667,0.4920629999999999,0.7580210000000001,0.525096,0.9379620000000001,0.6731900000000001,0.782259
AO,RTS,3,409884.25498800003,7.067538000000001,0.9083190000000002,0.12285000000000001,0.473285,0.388658,0.9409130000000001,0.8976049999999999,0.8992970000000001,0.8984460000000001,0.9409190000000001
AO,ARS,3,410871.260128,6.810988999999999,0.872003,0.12455400000000001,0.48161699999999996,0.40532399999999996,0.949376,0.8986569999999998,0.8988809999999999,0.898766,0.949376
M-EO,MSEI,3,410901.224566,5.505521999999999,0.728054,0.16064700000000004,0.508221,0.517993,0.7290099999999999,0.6224169999999999,0.622697,0.6225560000000001,0.7290110000000001
M-EO,CHI,3,410937.479569,13.763720000000001,0.47905999999999993,0.32720600000000005,0.64567,0.49155,0.75899,0.5270900000000001,0.9416870000000002,0.675799,0.78319
M-EO,RTS,3,412274.22193,6.818274,0.8828900000000001,0.12767900000000001,0.483545,0.403556,0.995632,0.98865,0.9886560000000001,0.988651,0.995632
M-EO,ARS,3,413881.546053,6.873941,0.8905560000000001,0.126995,0.481689,0.399558,0.9874130000000001,0.9729040000000001,0.9730589999999999,0.9729789999999999,0.9874130000000001
GSKA,MSEI,3,413916.431948,5.51438,0.7274010000000001,0.15647699999999998,0.5079819999999999,0.517678,0.728226,0.6230239999999999,0.6237959999999999,0.623407,0.728228
GSKA,CHI,3,413950.326419,13.763720000000001,0.47905999999999993,0.32652000000000003,0.64567,0.49155,0.75899,0.5270900000000001,0.9358230000000001,0.674303,0.78319
GSKA,RTS,3,414746.01696,6.801003999999999,0.878379,0.116532,0.484139,0.405112,0.9962800000000002,0.990089,0.990104,0.990096,0.9962800000000002
GSKA,ARS,3,415713.651779,6.8034789999999985,0.88078,0.11518099999999998,0.4838139999999999,0.404941,0.9940240000000001,0.984062,0.984083,0.9840710000000001,0.9940240000000001
IQSA,MSEI,3,415754.26507699996,5.503241999999998,0.7286279999999999,0.16041800000000003,0.5080589999999999,0.518213,0.726911,0.620667,0.620955,0.6208110000000001,0.726911
IQSA,CHI,3,415802.788086,13.763720000000001,0.47905999999999993,0.32926400000000006,0.64567,0.49155,0.75899,0.5270900000000001,0.932625,0.6734570000000001,0.78319
IQSA,RTS,3,417388.3206130001,6.805103999999998,0.8803599999999999,0.12333500000000001,0.48407999999999995,0.40473100000000006,0.9989399999999999,0.997503,0.997511,0.997507,0.9989399999999999
IQSA,ARS,3,419299.53106999997,6.800301999999999,0.8780680000000001,0.12702200000000002,0.484282,0.405122,0.999466,0.998416,0.998418,0.998416,0.999466
SOA,MSEI,3,419332.13205599994,5.756507999999999,0.7377149999999999,0.15874099999999997,0.49907399999999996,0.501119,0.7489760000000001,0.6386499999999999,0.644364,0.6414829999999999,0.749039
SOA,CHI,3,419347.53253300005,13.81625,0.47670500000000005,0.330347,0.645653,0.493942,0.759594,0.532312,0.945904,0.681161,0.7841859999999999
SOA,RTS,3,420130.709255,7.463095999999998,0.8820819999999999,0.11785699999999999,0.46641900000000003,0.36587899999999995,0.922231,0.864744,0.867746,0.8662329999999999,0.922255
SOA,ARS,3,421087.15620100003,7.006689,0.8810609999999999,0.131982,0.473449,0.399615,0.890286,0.82157,0.824028,0.822792,0.890301
AAEO,MSEI,3,421118.026373,5.534267999999999,0.73101,0.155631,0.50596,0.515715,0.724987,0.62157,0.621957,0.621763,0.724988
AAEO,CHI,3,421161.63956199994,13.766328000000001,0.4786979999999999,0.32523500000000005,0.645668,0.491929,0.7582829999999999,0.52573,0.939995,0.674243,0.7825130000000001
AAEO,RTS,3,422730.514121,6.861653,0.8854139999999999,0.128563,0.48224900000000004,0.4002470000000001,0.9880569999999999,0.974005,0.974092,0.9740469999999999,0.9880569999999999
AAEO,ARS,3,424641.40862299997,6.8250280000000005,0.8830309999999999,0.11678799999999998,0.48328499999999996,0.403123,0.9892179999999999,0.974212,0.974244,0.974226,0.9892179999999999
RUN,MSEI,3,424685.81268499995,5.503626,0.728564,0.161707,0.5080799999999999,0.518187,0.7269909999999999,0.6203099999999999,0.6206099999999999,0.62046,0.7269909999999999
RUN,CHI,3,424732.965484,13.763720000000001,0.47905999999999993,0.3278920000000001,0.64567,0.49155,0.75899,0.5270900000000001,0.938222,0.67491,0.78319
