optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,2,324349.49272599997,14.989101,1.314494,0.23013599999999998,0.43726199999999993,-1.2810549999999998,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,2,324397.14876300003,14.982229999999998,1.3140800000000001,0.226864,0.43994999999999995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,2,324449.03204099997,18.607687000000002,1.7532729999999996,0.16979,0.324425,-1.2399989999999999,0.71505,0.0,1.0,0.0,0.75565
