optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,11,0.19496279=0.19496279=0.19496279=0.19496279=0.19496279=0.19496279=0.19496279=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18882276=0.18763997=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18609558=0.18571298=0.18474746=0.18474746=0.18474746=0.18474746=0.18474746=0.18474746=0.18474746=0.18474746=0.18449728=0.18449728=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17558908=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.17335789=0.1716214=0.1716214=0.1716214=0.1716214=0.1716214=0.17032817
SADE,MSEI,2,11,0.19588178=0.19184947=0.19184947=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.18097163=0.17828489=0.17828489=0.17812831=0.17812831=0.17778368=0.17778368=0.17378743=0.17378743=0.17378743=0.17378743=0.17378743=0.17378743=0.17378743=0.17378743=0.17378743=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16930888=0.16725704=0.16701722=0.16677814=0.16577346=0.16577346=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16389838=0.16198175=0.16198175=0.16198175=0.16198175=0.16198175=0.16198175=0.16198175=0.16198175=0.16198175=0.16191401=0.16191401=0.16191401=0.16124525=0.16124525=0.16124525=0.16124525=0.16124525=0.16124525=0.16124525=0.16124525
SADE,MSEI,3,11,0.20330876=0.20239592=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19038673=0.19000125=0.19000125=0.19000125=0.19000125=0.19000125=0.19000125=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18263331=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18195499=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.18023794=0.1762888=0.1762888=0.1762888=0.1762888=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485788=0.17485132=0.17485132=0.17235426=0.17235426=0.17235426=0.17235426
SADE,MSEI,4,11,0.19178499=0.19178499=0.19178499=0.19178499=0.19125574=0.19125574=0.19125574=0.19125574=0.19125574=0.19125574=0.18922853=0.18922853=0.18922853=0.18922853=0.18922853=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18759805=0.18277657=0.18277657=0.18277657=0.18277657=0.18277657=0.18277657=0.18118967=0.18118967=0.18118967=0.18118967=0.18118967=0.18118967=0.18118967=0.18118967=0.18046089=0.18046089=0.18046089=0.18046089=0.17782996=0.17782996=0.17782996=0.17782996=0.17782996=0.17782996=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17745586=0.17736887=0.17736887=0.17719518=0.17719518=0.17719518=0.17719518=0.17580225=0.17580225=0.17580225=0.17580225=0.17580225=0.1749103=0.1749103=0.1749103=0.1749103=0.1749103=0.17446947=0.17391397=0.17251529=0.17251529=0.17251529=0.17251529=0.17251529=0.17251529=0.17099919=0.17099919=0.17099919=0.17099919=0.17099919=0.17099919
SADE,MSEI,5,11,0.19700436=0.19468681=0.19468681=0.19400691=0.19400691=0.19400691=0.19400691=0.19297193=0.19297193=0.19297193=0.19297193=0.19297193=0.19297193=0.19125685=0.19125685=0.19125685=0.19082939=0.19082939=0.19082939=0.19082939=0.19082939=0.18942785=0.1881415=0.18583087=0.18583087=0.18583087=0.18583087=0.18139869=0.18139869=0.18139869=0.18139869=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17937683=0.17754334=0.17754334=0.17754334=0.17754334=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177=0.1770177
SADE,MSEI,6,11,0.19309797=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18884174=0.18612187=0.18612187=0.18612187=0.18612187=0.18612187=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.18215381=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.17887194=0.173725=0.173725=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16930225=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823=0.16886823
SADE,MSEI,7,11,0.19797969=0.19797969=0.19797969=0.19608981=0.19608981=0.19608981=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19191032=0.19089393=0.18884095=0.18884095=0.18884095=0.18884095=0.18884095=0.18884095=0.18784107=0.18784107=0.18784107=0.18784107=0.18784107=0.18784107=0.18784107=0.18784107=0.18784107=0.18570015=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.18111447=0.17413346=0.17413346=0.17413346=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17394228=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045=0.17212045
SADE,MSEI,8,11,0.20225956=0.20225956=0.20070978=0.19221535=0.19221535=0.19221535=0.19221535=0.1910636=0.1910636=0.1910636=0.1910636=0.1910636=0.1910636=0.1910636=0.1882562=0.1882562=0.1882562=0.1882562=0.1882562=0.1882562=0.1882562=0.18822668=0.18822668=0.18822668=0.18797967=0.18797967=0.18797967=0.18797967=0.18797967=0.18797967=0.18797967=0.18621131=0.18274406=0.18274406=0.18274406=0.18274406=0.18274406=0.18274406=0.18258646=0.18258646=0.18258646=0.18258646=0.18112279=0.18112279=0.18112279=0.18112279=0.18112279=0.18112279=0.18112279=0.18112279=0.18112279=0.18101693=0.18101693=0.18101693=0.17877359=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17251297=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17244005=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607=0.17201607
SADE,MSEI,9,11,0.19413859=0.19413859=0.19413859=0.19413859=0.19413859=0.19413859=0.19413859=0.19413859=0.19153954=0.19153954=0.18717392=0.18717392=0.18717392=0.18717392=0.18595057=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18584355=0.18475879=0.18475879=0.18475879=0.18475879=0.18475879=0.18168635=0.18168635=0.18168635=0.18168635=0.18168635=0.18168635=0.18168635=0.18168635=0.18124687=0.18124687=0.18124687=0.18124687=0.18035183=0.18035183=0.18035183=0.18035183=0.18035183=0.17999254=0.17999254=0.17999254=0.17999254=0.17999254=0.17999254=0.17999254=0.17999254=0.17999254=0.17963852=0.17748272=0.17748272=0.17748272=0.17748272=0.17748272=0.17748272=0.17748272=0.17748272=0.17748272=0.17388875=0.17388875=0.17388875=0.17388875=0.17388875=0.17388875=0.17388875=0.17388875=0.17388875=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17141916=0.17091455
SADE,MSEI,10,11,0.20054634=0.1989462=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17668319=0.17664885=0.17278271=0.17278271=0.17278271=0.17278271=0.17278271=0.17278271=0.17278271=0.17278271=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.1683765=0.16677766=0.16677766=0.16677766=0.16677766=0.16677766=0.16677766=0.16677766=0.16677766=0.16677766=0.1661827=0.16444377=0.16444377=0.16444377=0.16444377=0.16444377=0.16444377=0.16444377=0.16354843=0.16354843=0.16354843=0.16229623=0.16229623=0.16229623=0.16229623=0.16123831=0.16123831=0.16123831=0.16123831=0.16123831=0.16123831=0.16123831=0.16123831=0.16123831
