Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
iris,PSO,SSE,3,1.92,4.81,0.82,0.28,0.72,0.82,0.76,0.76,0.67,0.65,4.05,0.23,0.67,0.95,0.65,0.07,35.56,26.84,23.79,20.68,18.54,14.17,14.17,14.17,14.17,13.85,13.28,12.85,12.63,11.97,10.58,9.59,9.27,8.53,8.53,8.08,8.08,8.01,7.64,7.57,7.35,7.01,6.6,6.6,6.4,6.34,6.34,6.28,6.16,6.02,5.8,5.73,5.71,5.71,5.69,5.56,5.48,5.47,5.13,5.06,4.96,4.91,4.87,4.85,4.83,4.81
aggregation,PSO,SSE,7,10.57,13.35,0.89,0.13,0.86,0.77,0.81,0.81,0.66,0.09,11.88,0.28,0.66,0.97,0.82,0.05,24.92,23.18,22.42,22.42,22.1,22.1,21.9,20.92,20.92,19.76,19.23,19.23,19.23,18.84,18.84,18.84,18.84,18.51,17.94,17.91,17.4,17.4,17.14,17.14,16.16,16.16,16.16,16.16,16.16,16.16,16.0,15.99,15.75,15.46,15.35,15.05,14.97,14.61,14.55,14.4,14.35,14.31,14.27,14.18,13.84,13.55,13.53,13.43,13.42,13.35
banknote,PSO,SSE,2,25.88,495.07,0.81,0.65,0.35,0.35,0.35,0.35,0.37,0.39,422.76,0.35,0.37,0.99,1.24,0.29,985.31,703.03,647.41,563.04,532.59,528.24,510.7,505.67,502.25,497.75,496.06,496.06,495.88,495.78,495.78,495.45,495.45,495.45,495.43,495.43,495.38,495.23,495.22,495.22,495.15,495.11,495.11,495.11,495.11,495.09,495.09,495.09,495.09,495.09,495.09,495.09,495.08,495.08,495.07,495.07,495.07,495.07,495.07,495.07,495.07,495.07,495.07,495.07,495.07,495.07
balance,PSO,SSE,3,8.75,143.51,0.61,0.76,0.08,0.07,0.08,0.07,0.08,0.21,141.71,0.42,0.08,0.86,1.74,0.12,168.78,164.06,164.06,157.17,155.68,155.03,154.97,154.97,154.97,154.97,151.78,151.78,151.78,151.78,151.78,150.38,150.38,150.09,150.09,150.09,149.63,149.13,149.13,147.97,147.97,147.97,147.4,147.4,147.4,147.1,147.08,146.37,145.91,145.73,145.73,145.47,145.23,144.99,144.91,144.78,144.7,144.61,144.2,144.05,143.84,143.8,143.71,143.62,143.58,143.51
ecoli,PSO,SSE,7,4.07,57.62,0.65,0.49,0.32,0.51,0.38,0.36,0.37,0.06,36.16,0.41,0.37,0.95,0.89,0.13,93.77,91.02,91.02,91.02,91.02,91.02,91.02,91.02,90.56,90.56,90.56,90.56,90.56,90.56,90.56,90.56,90.56,89.59,89.59,89.59,89.59,89.59,89.59,88.34,81.48,80.73,80.0,77.72,74.57,74.3,73.66,73.09,71.78,71.78,71.78,70.77,69.3,68.06,65.95,63.73,62.45,60.6,60.6,60.35,60.04,59.96,59.59,58.85,57.88,57.62
smiley,PSO,SSE,4,6.29,12.09,0.77,0.37,0.32,0.18,0.23,0.22,0.03,0.16,11.99,0.28,0.03,0.98,0.83,0.06,21.42,18.42,18.42,18.42,17.94,17.94,15.97,15.97,15.97,15.52,15.4,15.4,15.18,14.62,14.62,14.44,14.44,14.38,14.38,14.38,13.87,13.87,13.64,13.64,13.64,13.6,13.52,13.38,13.16,13.12,13.11,12.81,12.74,12.62,12.58,12.57,12.55,12.49,12.46,12.4,12.36,12.32,12.23,12.19,12.18,12.18,12.18,12.16,12.11,12.09
