optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,7,1.21467984=1.21467984=1.21467984=1.21467984=1.1552206=1.1552206=1.1552206=1.1552206=1.1552206=1.1552206=1.1552206=1.1552206=1.1552206=1.09761038=1.09761038=1.09761038=1.09761038=1.09761038=1.09761038=1.09761038=1.09761038=1.09439304=1.09439304=1.09439304=1.09439304=1.09439304=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=1.01884145=0.99365193=0.99365193=0.99365193=0.99365193=0.99365193=0.99365193=0.99365193=0.99365193=0.98843932=0.98843932=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.97160058=0.9594367=0.9594367=0.9594367=0.9594367=0.95310515=0.95310515=0.95310515=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.94289207=0.93951977=0.93951977=0.93951977=0.93676141
SADE,MSEI,2,7,1.35075659=1.21821955=1.21821955=1.17605881=1.13111203=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.08627243=1.02747163=1.02747163=1.02747163=1.02747163=1.02747163=1.02747163=1.02747163=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=1.00325728=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.99012442=0.96870582=0.96870582=0.96870582=0.96870582=0.96870582=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.94021206=0.93972874=0.93972874=0.93972874=0.93972874=0.93972874=0.93972874=0.92759873=0.92759873=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.9170909=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257=0.91485257
SADE,MSEI,3,7,1.22435641=1.22435641=1.22435641=1.22435641=1.18865347=1.16033215=1.16033215=1.13305399=1.13305399=1.13305399=1.13305399=1.13305399=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.12163909=1.04825112=1.04825112=1.04825112=1.04825112=1.04825112=1.04825112=1.04825112=1.04825112=1.04825112=1.02479558=1.02479558=1.02479558=1.02479558=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=1.01426496=0.99580956=0.99580956=0.99580956=0.99580956=0.99580956=0.99580956=0.98114499=0.98114499=0.98114499=0.98114499=0.98114499=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95691725=0.95301088=0.95301088=0.95301088=0.95301088=0.95212119=0.95212119=0.95212119=0.95212119=0.95212119=0.9516711=0.9516711
SADE,MSEI,4,7,1.10098545=1.10098545=1.10098545=1.10098545=1.10098545=1.10098545=1.10098545=1.06624215=1.06624215=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.06281704=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.04857653=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.03326542=1.02168025=1.02168025=1.02168025=1.02168025=1.02168025=1.02103801=1.02103801=1.02103801=1.02103801=1.02103801=1.02103801=1.02103801=1.02103801=1.00553393=1.00553393=1.00553393=1.00553393=1.00553393=1.00553393=1.00553393=1.00553393=1.00425257=1.00425257=1.00425257=1.00425257=1.00425257=1.00425257=1.00045254=1.00045254=1.00045254=0.98655069=0.98655069=0.98655069=0.98655069=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.98559325=0.96443141=0.96443141=0.96443141=0.96443141=0.96443141=0.92656944=0.92656944=0.92656944=0.92656944
SADE,MSEI,5,7,1.31832021=1.31145244=1.30842856=1.30842856=1.24132583=1.18209518=1.18209518=1.18209518=1.18209518=1.18209518=1.18209518=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.98223787=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.9245974=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.89814582=0.88291656=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667=0.88178667
SADE,MSEI,6,7,1.19819766=1.19819766=1.19819766=1.19819766=1.19819766=1.19819766=1.19819766=1.15431621=1.15431621=1.15413882=1.15413882=1.15413882=1.15413882=1.15413882=1.0914513=1.0914513=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.07776868=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.06413469=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.02138535=1.00448348=1.00448348=1.00448348=1.00448348=1.00448348=1.00448348=1.00448348=1.00321978=1.00321978=1.00321978=1.00321978
SADE,MSEI,7,7,1.26562246=1.26562246=1.17963308=1.17963308=1.16192038=1.16192038=1.16192038=1.16192038=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.12311319=1.10175911=1.10175911=1.10175911=1.10175911=1.10175911=1.10175911=1.02115196=1.02115196=1.02115196=1.02115196=1.02115196=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=1.01685159=0.98342806=0.98342806=0.98342806=0.98342806=0.98342806=0.98342806=0.98342806=0.98342806=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.95503892=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94970102=0.94597222=0.94597222
SADE,MSEI,8,7,1.30169641=1.2947137=1.23456364=1.1404012=1.1404012=1.1404012=1.1404012=1.1404012=1.13956635=1.13956635=1.13956635=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.09713779=1.06923169=1.06923169=1.06923169=1.06923169=1.06923169=1.06923169=1.06923169=1.06923169=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.06110724=1.05078775=1.05078775=1.05078775=1.05078775=1.05078775=1.05078775=0.9863364=0.9863364=0.9863364=0.9863364=0.9863364=0.9863364=0.9863364=0.9808407=0.9808407=0.9808407=0.9808407=0.9808407=0.9808407=0.9808407=0.9808407=0.96960566=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.96705529=0.9647307=0.9647307=0.9647307=0.95770789=0.95770789=0.9530294=0.9530294=0.9530294=0.9530294=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.93799591=0.92913601=0.92913601=0.92913601=0.92913601
SADE,MSEI,9,7,1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.13712799=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.08325076=1.05964125=1.05964125=1.05964125=1.05964125=1.05964125=1.04335102=1.04335102=1.04335102=0.99616098=0.99616098=0.99616098=0.99616098=0.99616098=0.99616098=0.99616098=0.98358547=0.98358547=0.98358547=0.98358547=0.98358547=0.98358547=0.98358547=0.98358547=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.97001477=0.95791921=0.95791921=0.95791921=0.95791921=0.95791921=0.95791921=0.93642581=0.93642581=0.93642581=0.93139691=0.93139691=0.93139691=0.93139691=0.93139691=0.93139691=0.92860913=0.92860913=0.92860913=0.92860913=0.92860913=0.92860913=0.92860913=0.92860913=0.92850216=0.92850216=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92799327=0.92441483=0.91132709=0.91132709=0.91132709=0.91132709
SADE,MSEI,10,7,1.21162=1.17024683=1.16668362=1.16668362=1.16668362=1.13173493=1.13173493=1.13173493=1.13173493=1.13173493=1.13173493=1.13173493=1.13173493=1.13173493=1.1149446=1.1149446=1.1149446=1.1149446=1.1071826=1.1071826=1.08260205=1.08260205=1.08260205=1.08260205=1.08260205=1.08260205=0.99172688=0.99172688=0.99172688=0.99172688=0.99172688=0.99172688=0.99172688=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98429678=0.98207221=0.98207221=0.98207221=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.95356007=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896=0.94384896
