optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,7,405137.02325,13.51613,1.3053,0.35142,0.38071,-1.26532,0.59162,0.70686,0.74586,0.72584,0.59328
SADE,MSEI,2,7,405140.28962,13.20002,1.28702,0.39111,0.37746,-1.24174,0.579,0.65675,0.73541,0.69386,0.57901
SADE,MSEI,3,7,405143.59488,13.73125,1.10731,0.47976,0.39935,-1.26331,0.72709,0.68206,0.83106,0.74922,0.7296
SADE,MSEI,4,7,405146.86258,13.36907,1.10366,0.41909,0.41005,-1.06762,0.84939,0.82373,0.87474,0.84847,0.84956
SADE,MSEI,5,7,405150.09437,12.72292,1.14916,0.4922,0.4317,-1.16286,0.76682,0.75661,0.85882,0.80448,0.76742
SADE,MSEI,6,7,405153.45778,14.47503,1.37155,0.29845,0.3339,-1.11732,0.63364,0.71152,0.71161,0.71156,0.63849
SADE,MSEI,7,7,405156.66233,13.64903,1.24316,0.43358,0.41237,-1.29567,0.81934,0.75168,0.82439,0.78636,0.81947
SADE,MSEI,8,7,405159.83442,13.40611,1.06047,0.43175,0.40664,-0.90183,0.85363,0.76901,0.87508,0.81862,0.85401
SADE,MSEI,9,7,405162.9896,13.14915,1.24836,0.41299,0.43023,-1.09763,0.84221,0.78773,0.85219,0.81869,0.84235
SADE,MSEI,10,7,405166.15699,13.61839,1.20413,0.3568,0.36554,-0.94303,0.70681,0.81598,0.77494,0.79493,0.71508
SADE,CHI,1,7,405169.3377,30.54704,1.15585,0.61768,0.42023,-0.73595,0.76626,0.58414,0.92618,0.71643,0.78073
SADE,CHI,2,7,405172.76955,30.54704,1.15585,0.61768,0.42023,-0.73595,0.86643,0.74497,0.92237,0.82423,0.86863
SADE,CHI,3,7,405176.09893,30.59068,1.14332,0.61768,0.42256,-0.72129,0.91608,0.78557,0.98132,0.8726,0.91933
SADE,CHI,4,7,405179.40707,51.29659,1.39659,0.59081,0.37092,-0.61323,0.75227,0.53639,0.9049,0.67353,0.76385
SADE,CHI,5,7,405182.75118,51.06793,1.39371,0.51603,0.37635,-0.61408,0.82011,0.61102,0.97721,0.7519,0.83361
SADE,CHI,6,7,405186.06209,32.35358,1.21347,0.47181,0.40458,-0.83056,0.73034,0.53128,0.97418,0.68758,0.76358
SADE,CHI,7,7,405189.41276,30.54704,1.15585,0.61768,0.42023,-0.73595,0.86643,0.74497,0.92237,0.82423,0.86863
SADE,CHI,8,7,405192.6608,30.54704,1.15585,0.61768,0.42023,-0.73595,0.86643,0.74497,0.92237,0.82423,0.86863
SADE,CHI,9,7,405196.0145,33.20173,1.30511,0.45762,0.38962,-0.87788,0.89378,0.71668,0.96433,0.82226,0.8974
SADE,CHI,10,7,405199.42846,52.50935,1.4773,0.44159,0.35651,-0.65654,0.78327,0.55991,0.97719,0.71191,0.79628
SADE,RTS,1,7,405202.77579,18.02223,1.31481,0.42085,0.41741,-1.29481,0.94048,0.85874,0.93831,0.89676,0.94048
SADE,RTS,2,7,405227.05235,18.12094,1.30156,0.39087,0.41779,-1.06416,0.95832,0.88041,0.96976,0.92293,0.95857
SADE,RTS,3,7,405252.52433,18.03804,1.46512,0.32754,0.39363,-1.19807,0.9557,0.8734,1.0,0.93242,0.95638
SADE,RTS,4,7,405277.98449,17.7146,1.30836,0.45505,0.40966,-1.15885,0.9729,0.90481,0.9481,0.92595,0.973
SADE,RTS,5,7,405303.46625,17.61246,1.32541,0.42848,0.4086,-1.06748,0.98165,0.93522,0.97895,0.95659,0.98174
SADE,RTS,6,7,405328.96815,17.17094,1.19923,0.476,0.41983,-1.06857,0.98618,0.94534,0.98443,0.96449,0.98624
SADE,RTS,7,7,405354.44394,18.15307,1.39454,0.38056,0.38158,-1.1664,0.97097,0.91177,0.9842,0.9466,0.97114
SADE,RTS,8,7,405379.93316,23.0362,1.39199,0.35,0.40262,-1.01677,0.947,0.85316,0.9595,0.90321,0.94778
SADE,RTS,9,7,405405.43859,16.92871,1.24177,0.54488,0.43464,-0.99687,0.96644,0.89668,0.98442,0.9385,0.9665
SADE,RTS,10,7,405430.93961,17.29089,1.23983,0.38351,0.415,-1.13248,0.98325,0.93115,0.97041,0.95037,0.98331
SADE,ARS,1,7,405456.44341,22.25683,1.2444,0.53482,0.40512,-0.87792,0.95492,0.87146,0.98313,0.92393,0.95579
SADE,ARS,2,7,405459.58015,16.88211,1.24398,0.476,0.42285,-1.04094,0.99161,0.96306,1.0,0.98118,0.99165
SADE,ARS,3,7,405462.72384,16.88211,1.24398,0.476,0.42285,-1.04094,0.99161,0.96306,1.0,0.98118,0.99165
SADE,ARS,4,7,405465.86206,18.86107,2.1224,0.37568,0.39215,-1.48799,0.93884,0.82801,0.95086,0.88519,0.9391
SADE,ARS,5,7,405469.00094,17.13661,1.19518,0.30949,0.41046,-0.9985,0.96518,0.89358,0.94175,0.91703,0.96535
SADE,ARS,6,7,405472.14345,16.88211,1.24398,0.476,0.42285,-1.04094,0.99161,0.96306,1.0,0.98118,0.99165
SADE,ARS,7,7,405475.28813,16.63411,1.10611,0.56525,0.43726,-0.96164,0.96452,0.90433,0.98436,0.94265,0.96463
SADE,ARS,8,7,405478.42708,16.97137,1.25907,0.45505,0.41875,-1.03795,0.98448,0.94303,0.98126,0.96177,0.98453
SADE,ARS,9,7,405481.5707,18.87118,1.7915,0.48054,0.40617,-1.4838,0.96991,0.90294,0.9655,0.93317,0.97
SADE,ARS,10,7,405484.71389,16.74794,1.18195,0.56525,0.43599,-1.03082,0.97476,0.91821,0.98448,0.95019,0.9748
SSO,MSEI,1,7,405487.85464,13.43884,1.4421,0.37314,0.35526,-1.24523,0.5634,0.64742,0.68099,0.66378,0.56359
SSO,MSEI,2,7,405490.68425,13.77733,1.20179,0.45826,0.38158,-1.18122,0.67985,0.64256,0.76605,0.69889,0.68811
SSO,MSEI,3,7,405493.53944,13.05901,1.16883,0.39624,0.3906,-1.04607,0.85606,0.81221,0.88328,0.84626,0.85607
SSO,MSEI,4,7,405496.37349,13.30391,1.20542,0.29447,0.3967,-1.14565,0.83484,0.80525,0.88968,0.84536,0.83491
SSO,MSEI,5,7,405499.19353,13.43044,1.07427,0.44305,0.38701,-0.85761,0.58392,0.66482,0.75931,0.70893,0.58402
SSO,MSEI,6,7,405502.03628,12.48153,1.15345,0.44545,0.4294,-1.08482,0.65779,0.67282,0.8604,0.75514,0.67021
SSO,MSEI,7,7,405504.90321,14.46167,1.40271,0.37077,0.35399,-1.3183,0.7056,0.77433,0.80967,0.79161,0.71019
