optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,1.387061301901734,0.0,0.0,1.3597399555105182e-16,0.0,0.0,0.0,1.3597399555105182e-16,0.0,0.0,1.3597399555105182e-16
GWO,SSEI,7,0.7571244073026104,0.0,1.3597399555105182e-16,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,1.3597399555105182e-16
MVO,SSEI,7,0.8997700520318178,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,0.0,0.0,0.0,1.3597399555105182e-16,1.3597399555105182e-16,1.3597399555105182e-16
PSO,SSEI,7,0.7440590364346129,2.7194799110210365e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
