Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
ecoli,SSA,SSE,7,3.89,31.77,0.7,0.34,0.53,0.53,0.53,0.51,0.5,0.05,24.84,0.4,0.5,0.94,1.42,0.11,0.0,55.86,45.58,42.69,42.61,42.61,42.61,42.61,41.64,40.05,39.6,39.41,38.5,37.15,36.56,36.18,35.54,35.31,34.97,34.03,33.55,32.8,32.53,32.29,32.18,32.03,31.95,31.9,31.87,31.83,31.81,31.79,31.79,31.78,31.78,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77,31.77
ecoli,GWO,SSE,7,3.92,24.32,0.77,0.28,0.61,0.61,0.61,0.6,0.59,0.06,21.33,0.38,0.59,0.95,1.2,0.11,101.95,98.56,95.54,90.45,86.55,84.62,83.27,81.15,79.75,79.75,79.75,75.11,75.11,75.11,72.84,71.45,71.1,64.91,61.84,59.19,58.1,56.58,54.93,51.17,51.17,48.35,46.99,46.49,45.08,44.73,43.34,43.25,39.75,36.49,34.98,34.98,34.12,33.17,32.27,31.07,29.65,28.64,27.96,27.21,26.28,25.71,25.16,24.94,24.54,24.32
ecoli,MVO,SSE,7,3.84,32.08,0.73,0.35,0.51,0.67,0.58,0.56,0.57,0.05,27.36,0.38,0.57,0.93,0.87,0.12,94.36,87.82,87.39,87.39,87.39,84.11,84.11,84.11,84.11,84.11,79.07,79.07,76.4,76.4,72.66,72.66,72.66,70.67,69.66,68.96,64.47,63.63,62.81,61.94,60.97,59.36,55.16,49.74,48.62,46.81,43.29,41.78,41.44,41.23,40.64,38.14,37.65,37.59,36.99,36.33,35.81,34.9,34.46,33.64,33.29,32.86,32.7,32.46,32.2,32.08
ecoli,PSO,SSE,7,3.69,63.33,0.6,0.53,0.26,0.44,0.31,0.29,0.29,0.02,40.97,0.47,0.29,0.94,1.07,0.12,109.42,100.48,100.48,100.48,100.48,99.38,99.38,99.38,99.38,99.38,99.38,99.38,94.17,94.17,94.17,94.17,94.17,94.17,94.17,93.24,93.24,93.24,93.24,88.51,84.37,84.37,84.37,83.88,83.88,83.88,82.83,82.16,82.16,81.67,80.75,78.7,71.85,71.25,68.73,67.81,67.04,67.04,65.84,65.42,64.11,64.11,63.82,63.73,63.44,63.33
