optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,3,0.01518278=0.01435582=0.01435582=0.01435582=0.01435582=0.01435582=0.01435582=0.01433647=0.01433647=0.01425103=0.01425103=0.01425103=0.01425103=0.01422905=0.01422905=0.01422905=0.01422905=0.01422905=0.01422905=0.01421896=0.01421896=0.01421896=0.01421896=0.01421896=0.01421896=0.01421896=0.01421896=0.01414736=0.01414736=0.01414736=0.01414736=0.01414736=0.01414736=0.01412424=0.01412424=0.01412424=0.01412424=0.01412424=0.01412424=0.01412424=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01412322=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501
SADE,MSEI,2,3,0.01482507=0.01461821=0.01461821=0.01461821=0.01438083=0.01438083=0.01438083=0.01418037=0.01418037=0.01416692=0.01416692=0.01416692=0.01415178=0.01415178=0.01415178=0.01415178=0.01415178=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.0141242=0.01411774=0.01411774=0.01411774=0.01411774=0.01411774=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.01410985=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.01410712
SADE,MSEI,3,3,0.01496129=0.01496129=0.01496129=0.01456615=0.01456615=0.01426806=0.01426806=0.01426806=0.01426806=0.01426667=0.01426667=0.01426667=0.01426667=0.01426667=0.01426667=0.01426667=0.01426667=0.01426667=0.01424661=0.01422068=0.01416424=0.01416424=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01414818=0.01414818=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.01410983=0.0141067=0.0141067=0.0141067=0.0141067=0.01410547=0.01410547=0.01410547=0.01410547=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410501=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337=0.01410337
SADE,MSEI,4,3,0.01463362=0.01463362=0.01463362=0.01463362=0.01441972=0.01441972=0.01441972=0.01441972=0.01441972=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01425939=0.01420492=0.01420492=0.01416865=0.01416865=0.01416865=0.01416865=0.01416277=0.01416277=0.01416277=0.01416199=0.01416199=0.01412838=0.01412838=0.01412838=0.01412838=0.01412838=0.01412838=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01411002=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423=0.01410423
SADE,MSEI,5,3,0.01649527=0.01649527=0.01460445=0.01454282=0.01454282=0.01454282=0.01454282=0.01448698=0.01439479=0.01439479=0.01439479=0.01439479=0.01435578=0.01435578=0.01435578=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01424885=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.01416363=0.0141424=0.0141424=0.0141424=0.0141424=0.0141424=0.0141424=0.0141424=0.0141424=0.0141424=0.01413479=0.01413479=0.01413479=0.01413479=0.01413479=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.01412974=0.0141261=0.0141261=0.0141261=0.0141261=0.0141261=0.0141261=0.0141261=0.01412329=0.01412329=0.01412329=0.01412329=0.01412329=0.01411319=0.01411049=0.01411049=0.01411049=0.01411049=0.01411049=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.014109=0.01410349=0.01410349=0.01410349=0.01410349=0.01410349=0.01410349=0.01410349=0.01410349
SADE,MSEI,6,3,0.01564896=0.01527231=0.01527231=0.01495175=0.01465656=0.01465656=0.01437149=0.01437149=0.01437149=0.01429576=0.01429576=0.01429576=0.01429576=0.01429576=0.01429576=0.01429576=0.01428803=0.01428803=0.01428803=0.01425387=0.01425387=0.01420225=0.01420225=0.01420225=0.01420225=0.01417104=0.01417104=0.01417104=0.01417104=0.01417104=0.01417104=0.01417104=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414353=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01414006=0.01413663=0.01413663=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410589=0.01410532=0.01410532=0.01410532=0.01410532=0.01410532=0.01410532=0.01410532=0.01410532
SADE,MSEI,7,3,0.01478075=0.01473377=0.01462741=0.01449864=0.01449864=0.01449864=0.01440145=0.01440145=0.01440145=0.01440145=0.01440145=0.01431865=0.01431865=0.01431865=0.01431865=0.01431865=0.01427498=0.01427498=0.01427212=0.01427212=0.01427212=0.01427212=0.01418133=0.01418133=0.01418133=0.01418133=0.01418133=0.01418133=0.01418133=0.01418133=0.01417808=0.01417808=0.01417808=0.01417808=0.01417808=0.01417808=0.01417808=0.01417808=0.01417808=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01415918=0.01414259=0.01414259=0.01414259=0.01414259=0.01414259=0.01414259=0.01414259=0.01414259=0.01414259=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557=0.01411557
SADE,MSEI,8,3,0.01425978=0.01425475=0.01423898=0.01423898=0.01423898=0.01423898=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.0142153=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412608=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01412311=0.01411652=0.01411652=0.01411652=0.01411652=0.01411652=0.01411652=0.01411652=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410893=0.01410872=0.01410872=0.01410872=0.01410872=0.01410872=0.01410872=0.01410872=0.01410872=0.01410872
SADE,MSEI,9,3,0.01579761=0.01579761=0.0150323=0.0150323=0.0150323=0.01420608=0.01420608=0.01420608=0.01420608=0.01420608=0.01420608=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01418994=0.01417581=0.01417581=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.01417554=0.0141681=0.0141681=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.01413341=0.0141203=0.0141203=0.0141203=0.0141203=0.0141203=0.0141203=0.0141203=0.0141203=0.0141203=0.01411763=0.01411763=0.0141127=0.01410967=0.01410967=0.01410967=0.01410967=0.01410915=0.01410915=0.01410915=0.01410915=0.01410915=0.01410915=0.01410792=0.01410792=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711=0.01410711
SADE,MSEI,10,3,0.01552202=0.01532002=0.01419715=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01419134=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416998=0.01416451=0.01416451=0.01416451=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01414079=0.01413075=0.01413075=0.01413075=0.01413075=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297=0.01411297
