optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SSO,RTS,7,3,408211.2947,7.85232,0.58133,0.13249,0.62364,0.57605,0.96982,0.92824,0.92839,0.92831,0.96982
SSO,RTS,8,3,408386.12685,7.85232,0.58133,0.13249,0.62364,0.57605,0.96982,0.92824,0.92839,0.92831,0.96982
SSO,RTS,9,3,408563.13225,7.71634,0.58198,0.12236,0.62658,0.57797,0.9634,0.91862,0.9191,0.91886,0.9634
SSO,RTS,10,3,408739.83519,7.80892,0.58167,0.13322,0.6243,0.57771,0.96852,0.92595,0.92613,0.92604,0.96852
SSO,ARS,1,3,408916.44823,7.80892,0.58167,0.13322,0.6243,0.57771,0.96852,0.92595,0.92613,0.92604,0.96852
SSO,ARS,2,3,408918.62426,7.81219,0.58151,0.35078,0.62444,0.57761,0.96852,0.92583,0.92601,0.92592,0.96852
SSO,ARS,3,3,408920.7931,7.86486,0.58206,0.33674,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
SSO,ARS,4,3,408922.97264,7.75009,0.57909,0.13249,0.62694,0.57901,0.96854,0.927,0.92728,0.92714,0.96854
SSO,ARS,5,3,408925.14234,7.82458,0.58223,0.33638,0.62435,0.57691,0.96852,0.92583,0.92601,0.92592,0.96852
SSO,ARS,6,3,408927.31193,7.71142,0.57928,0.13314,0.62773,0.58051,0.96725,0.92459,0.9249,0.92474,0.96725
SSO,ARS,7,3,408929.48684,7.709,0.57861,0.31496,0.62849,0.57972,0.96982,0.93143,0.93181,0.93162,0.96982
SSO,ARS,8,3,408931.65017,7.89337,0.58132,0.3551,0.62163,0.57368,0.96723,0.92349,0.92366,0.92357,0.96723
SSO,ARS,9,3,408933.81468,7.63533,0.57995,0.31185,0.62956,0.58003,0.96213,0.91994,0.92065,0.92029,0.96213
SSO,ARS,10,3,408935.99004,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
AO,MSEI,1,3,408938.16063,7.11077,0.57057,0.27153,0.64267,0.58253,0.8587,0.7734,0.78399,0.77866,0.85879
AO,MSEI,2,3,408940.44533,7.40347,0.56903,0.28489,0.63366,0.56549,0.82526,0.73139,0.7486,0.73989,0.82548
AO,MSEI,3,3,408942.71631,7.13479,0.57481,0.2541,0.64219,0.58212,0.86702,0.78358,0.7928,0.78816,0.86709
AO,MSEI,4,3,408944.95723,7.21306,0.57708,0.22513,0.64033,0.57627,0.87259,0.792,0.80058,0.79627,0.87265
AO,MSEI,5,3,408947.27767,7.92197,0.59334,0.17748,0.62489,0.5465,0.8914,0.81744,0.82365,0.82053,0.89142
AO,MSEI,6,3,408949.63263,7.0754,0.57431,0.23007,0.64436,0.58621,0.8792,0.80121,0.80895,0.80506,0.87924
AO,MSEI,7,3,408951.9174,7.20817,0.57625,0.2741,0.64147,0.5807,0.8883,0.81205,0.81838,0.8152,0.88833
AO,MSEI,8,3,408954.19032,7.65117,0.59483,0.23624,0.62717,0.56584,0.89884,0.81498,0.81795,0.81646,0.89885
AO,MSEI,9,3,408956.48577,7.28588,0.57463,0.23205,0.63886,0.57262,0.86849,0.78769,0.79701,0.79232,0.86855
AO,MSEI,10,3,408958.78842,7.0544,0.57242,0.23949,0.64511,0.58797,0.88481,0.80942,0.81652,0.81295,0.88485
AO,CHI,1,3,408961.08291,7.07715,0.56955,0.26,0.64403,0.58686,0.87835,0.80169,0.80974,0.80569,0.8784
AO,CHI,2,3,408962.61166,7.31509,0.57742,0.20417,0.63857,0.57266,0.87187,0.78898,0.79716,0.79305,0.87192
AO,CHI,3,3,408964.13896,7.49455,0.5793,0.2421,0.63496,0.56572,0.88068,0.80581,0.81366,0.80972,0.88073
AO,CHI,4,3,408965.686,7.25849,0.57973,0.27202,0.63806,0.57485,0.86504,0.78179,0.79143,0.78658,0.86511
AO,CHI,5,3,408967.20081,7.76786,0.60787,0.19964,0.62302,0.54637,0.85437,0.76696,0.77812,0.7725,0.85447
AO,CHI,6,3,408968.71864,7.10823,0.56971,0.26007,0.64346,0.58514,0.88404,0.81076,0.81823,0.81448,0.88408
AO,CHI,7,3,408970.24926,7.62165,0.58524,0.23846,0.62955,0.55156,0.83523,0.74584,0.76127,0.75348,0.83541
AO,CHI,8,3,408971.76377,7.12479,0.57183,0.2264,0.64431,0.58803,0.8991,0.82596,0.83111,0.82853,0.89912
AO,CHI,9,3,408973.28367,7.05426,0.57254,0.25922,0.64485,0.58698,0.87823,0.80075,0.80872,0.80472,0.87828
AO,CHI,10,3,408974.80663,7.08529,0.56869,0.24258,0.64479,0.5865,0.8858,0.80991,0.81678,0.81333,0.88584
AO,RTS,1,3,408976.37155,7.11717,0.57322,0.26254,0.64323,0.58456,0.87906,0.80017,0.80782,0.80398,0.8791
AO,RTS,2,3,409152.67172,7.83169,0.58532,0.11037,0.62483,0.56719,0.94321,0.88046,0.88141,0.88093,0.94321
AO,RTS,3,3,409329.73086,10.11527,0.65248,0.22644,0.59177,0.45119,0.79653,0.69501,0.72034,0.70745,0.79702
AO,RTS,4,3,409506.75018,7.46575,0.57568,0.20874,0.63537,0.58325,0.9445,0.88892,0.8903,0.88961,0.9445
AO,RTS,5,3,409684.22677,7.25533,0.57196,0.21754,0.64097,0.5888,0.92863,0.86617,0.8686,0.86738,0.92864
AO,RTS,6,3,409860.82427,7.60447,0.57572,0.3299,0.63167,0.58123,0.95964,0.91721,0.91807,0.91764,0.95965
AO,RTS,7,3,410038.86013,7.19908,0.57169,0.23608,0.64217,0.58449,0.90503,0.8355,0.84018,0.83783,0.90504
AO,RTS,8,3,410215.13771,7.12977,0.56774,0.24169,0.64462,0.591,0.91429,0.84752,0.85125,0.84938,0.9143
AO,RTS,9,3,410391.4316,7.4105,0.5815,0.21117,0.63706,0.57579,0.9119,0.84391,0.84784,0.84587,0.91192
AO,RTS,10,3,410567.46765,7.97052,0.61194,0.2138,0.62138,0.54079,0.8627,0.77757,0.78738,0.78244,0.86277
AO,ARS,1,3,410743.92561,7.33026,0.56979,0.25537,0.63876,0.57496,0.88837,0.81588,0.82272,0.81929,0.8884
AO,ARS,2,3,410746.29763,7.25963,0.5768,0.20255,0.64104,0.5837,0.90715,0.83657,0.84088,0.83872,0.90716
AO,ARS,3,3,410748.65899,7.97699,0.59444,0.11129,0.62071,0.5499,0.91532,0.84243,0.84536,0.84389,0.91532
AO,ARS,4,3,410751.02352,7.54828,0.58052,0.24158,0.63317,0.56282,0.88106,0.80903,0.81715,0.81307,0.88111
AO,ARS,5,3,410753.39649,7.2692,0.57892,0.24478,0.63974,0.57723,0.87662,0.79542,0.80319,0.79929,0.87667
AO,ARS,6,3,410755.76182,7.48776,0.57503,0.22311,0.63572,0.55959,0.85999,0.77628,0.78686,0.78153,0.86007
AO,ARS,7,3,410758.13554,7.44423,0.58808,0.23268,0.63538,0.57279,0.90372,0.83234,0.83703,0.83468,0.90373
AO,ARS,8,3,410760.51533,7.1167,0.57659,0.22377,0.64363,0.58521,0.88568,0.80887,0.81566,0.81225,0.88571
AO,ARS,9,3,410762.88315,11.20189,0.68005,0.14704,0.5777,0.39781,0.82437,0.74838,0.7697,0.75889,0.82471
AO,ARS,10,3,410765.2531,7.51043,0.57295,0.3156,0.63386,0.58338,0.95453,0.90727,0.9083,0.90778,0.95453
M-EO,MSEI,1,3,410767.62126,7.05439,0.57157,0.2497,0.64494,0.58793,0.88027,0.80252,0.8101,0.80629,0.88032
M-EO,MSEI,2,3,410771.33443,7.05451,0.57126,0.24768,0.64496,0.58824,0.88135,0.80384,0.81126,0.80753,0.8814
M-EO,MSEI,3,3,410775.04907,7.05174,0.57186,0.24254,0.64505,0.58827,0.88253,0.80593,0.81327,0.80958,0.88257
M-EO,MSEI,4,3,410778.76047,7.07083,0.57169,0.24781,0.64437,0.58927,0.89288,0.82228,0.82861,0.82543,0.89291
M-EO,MSEI,5,3,410782.4696,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,MSEI,6,3,410786.18428,7.06313,0.57052,0.25346,0.64486,0.58845,0.88357,0.80686,0.81401,0.81042,0.88361
M-EO,MSEI,7,3,410789.88939,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,MSEI,8,3,410793.58682,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,MSEI,9,3,410797.28796,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,MSEI,10,3,410800.98517,7.05439,0.57157,0.24237,0.64494,0.58793,0.88027,0.80252,0.8101,0.80629,0.88032
M-EO,CHI,1,3,410804.70136,7.05174,0.57186,0.24254,0.64505,0.58827,0.88253,0.80593,0.81327,0.80958,0.88257
M-EO,CHI,2,3,410808.09685,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,CHI,3,3,410811.50199,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,CHI,4,3,410814.89971,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,CHI,5,3,410818.30544,7.07083,0.57169,0.24908,0.64437,0.58927,0.89288,0.82228,0.82861,0.82543,0.89291
M-EO,CHI,6,3,410821.70753,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,CHI,7,3,410825.08899,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
M-EO,CHI,8,3,410828.47199,7.05251,0.57222,0.24262,0.64499,0.58792,0.88145,0.80462,0.81212,0.80835,0.88149
M-EO,CHI,9,3,410831.86716,7.05251,0.57222,0.24262,0.64499,0.58792,0.88145,0.80462,0.81212,0.80835,0.88149
M-EO,CHI,10,3,410835.26896,7.07101,0.57205,0.24908,0.64434,0.58894,0.89178,0.82098,0.82745,0.8242,0.89181
M-EO,RTS,1,3,410838.71592,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
M-EO,RTS,2,3,411133.45613,7.92861,0.58333,0.12711,0.62143,0.57352,0.9711,0.93054,0.93064,0.93059,0.9711
M-EO,RTS,3,3,411424.6454,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
M-EO,RTS,4,3,411717.19105,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
M-EO,RTS,5,3,412005.80886,7.96509,0.58342,0.34026,0.62084,0.57208,0.97239,0.93317,0.93326,0.93321,0.97239
M-EO,RTS,6,3,412296.34604,7.66158,0.57754,0.13249,0.63005,0.58086,0.96854,0.93139,0.9319,0.93164,0.96854
M-EO,RTS,7,3,412585.49327,7.82458,0.58223,0.12774,0.62435,0.57691,0.96852,0.92583,0.92601,0.92592,0.96852
M-EO,RTS,8,3,412874.96399,7.89328,0.5853,0.34596,0.62077,0.57331,0.96595,0.92124,0.92145,0.92134,0.96595
M-EO,RTS,9,3,413165.60759,8.00913,0.58542,0.35053,0.61743,0.57079,0.96848,0.92212,0.92217,0.92214,0.96848
M-EO,RTS,10,3,413454.38472,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
M-EO,ARS,1,3,413740.61971,7.85569,0.58066,0.31299,0.62522,0.57278,0.96725,0.92476,0.92506,0.92491,0.96725
M-EO,ARS,2,3,413744.17159,7.91952,0.58269,0.13249,0.62154,0.57402,0.9711,0.93054,0.93064,0.93059,0.9711
M-EO,ARS,3,3,413747.72539,7.75009,0.57909,0.13249,0.62694,0.57901,0.96854,0.927,0.92728,0.92714,0.96854
M-EO,ARS,4,3,413751.28084,7.82458,0.58223,0.12774,0.62435,0.57691,0.96852,0.92583,0.92601,0.92592,0.96852
M-EO,ARS,5,3,413754.84365,7.82131,0.58188,0.10436,0.6238,0.57681,0.96723,0.92191,0.9221,0.922,0.96723
M-EO,ARS,6,3,413758.41362,7.88243,0.58225,0.33741,0.62308,0.57492,0.9711,0.93071,0.93084,0.93077,0.9711
M-EO,ARS,7,3,413762.00056,7.93188,0.58454,0.35283,0.61996,0.57349,0.9685,0.92378,0.92388,0.92383,0.9685
M-EO,ARS,8,3,413765.56151,7.77284,0.57921,0.19646,0.62645,0.57825,0.96982,0.9293,0.92954,0.92942,0.96982
M-EO,ARS,9,3,413769.12369,7.97132,0.58623,0.10056,0.61919,0.57072,0.96722,0.92177,0.9219,0.92183,0.96722
M-EO,ARS,10,3,413772.69043,7.86486,0.58206,0.12711,0.62355,0.57535,0.96982,0.92824,0.92839,0.92831,0.96982
GSKA,MSEI,1,3,413776.25183,7.10662,0.56994,0.2767,0.64342,0.58382,0.87274,0.79311,0.80179,0.79743,0.8728
GSKA,MSEI,2,3,413779.62233,7.06197,0.5707,0.25781,0.64438,0.58668,0.87504,0.79694,0.8054,0.80115,0.87509
GSKA,MSEI,3,3,413783.03125,7.06159,0.5721,0.22387,0.64493,0.59018,0.89487,0.82282,0.8287,0.82575,0.89489
GSKA,MSEI,4,3,413786.44069,7.05349,0.57257,0.25966,0.64491,0.58747,0.88043,0.80377,0.81145,0.80759,0.88047
GSKA,MSEI,5,3,413789.82219,7.05553,0.57344,0.24205,0.64518,0.58833,0.88699,0.81206,0.81885,0.81544,0.88703
GSKA,MSEI,6,3,413793.2021,7.0546,0.57243,0.24075,0.64518,0.58849,0.88466,0.80819,0.81519,0.81167,0.8847
GSKA,MSEI,7,3,413796.58202,7.0717,0.5743,0.24133,0.64445,0.58723,0.88481,0.80942,0.81652,0.81295,0.88485
GSKA,MSEI,8,3,413799.97448,7.06258,0.57083,0.24603,0.64422,0.586,0.87181,0.79273,0.80165,0.79717,0.87187
GSKA,MSEI,9,3,413803.36785,7.07406,0.57223,0.25617,0.64464,0.58789,0.88585,0.81031,0.81722,0.81375,0.88588
GSKA,MSEI,10,3,413806.75356,7.07173,0.57453,0.24894,0.64433,0.58598,0.8793,0.80203,0.80984,0.80592,0.87935
GSKA,CHI,1,3,413810.13572,7.05462,0.57305,0.24156,0.64511,0.58826,0.8859,0.81073,0.81768,0.81419,0.88593
GSKA,CHI,2,3,413813.48107,7.05575,0.57293,0.23053,0.64522,0.58898,0.88919,0.81473,0.82123,0.81797,0.88922
GSKA,CHI,3,3,413816.83342,7.06387,0.57344,0.24018,0.64503,0.5882,0.8869,0.81125,0.81798,0.8146,0.88693
GSKA,CHI,4,3,413820.16219,7.05978,0.57088,0.25734,0.64436,0.58654,0.87398,0.79569,0.80432,0.79998,0.87403
GSKA,CHI,5,3,413823.50016,7.06219,0.57164,0.25828,0.64449,0.58738,0.88175,0.80707,0.81476,0.8109,0.8818
GSKA,CHI,6,3,413826.83464,7.12228,0.56954,0.24154,0.64283,0.58161,0.86771,0.78831,0.79799,0.79312,0.86778
GSKA,CHI,7,3,413830.1708,7.06956,0.57291,0.23475,0.64468,0.58961,0.8962,0.82626,0.83215,0.82919,0.89622
GSKA,CHI,8,3,413833.49873,7.05516,0.57255,0.25922,0.64482,0.58672,0.8771,0.79903,0.80713,0.80306,0.87715
GSKA,CHI,9,3,413836.8533,7.05448,0.57309,0.24112,0.64507,0.58798,0.88481,0.80942,0.81652,0.81295,0.88485
GSKA,CHI,10,3,413840.20324,7.07583,0.56861,0.24435,0.6449,0.58669,0.88244,0.80516,0.81243,0.80878,0.88248
GSKA,RTS,1,3,413843.5876,7.89883,0.58242,0.3525,0.62199,0.57461,0.96981,0.928,0.92811,0.92805,0.96981
GSKA,RTS,2,3,414017.15149,7.88166,0.58317,0.13314,0.62196,0.57545,0.96724,0.92298,0.9231,0.92304,0.96724
GSKA,RTS,3,3,414190.67638,7.74585,0.57986,0.13314,0.62666,0.57964,0.96724,0.92391,0.92415,0.92403,0.96724
GSKA,RTS,4,3,414364.08843,7.92727,0.58209,0.35524,0.62053,0.57362,0.96464,0.91517,0.91527,0.91522,0.96464
GSKA,RTS,5,3,414537.64472,7.76686,0.58017,0.35089,0.62621,0.57899,0.96853,0.92625,0.92648,0.92636,0.96853
GSKA,RTS,6,3,414710.80415,7.80487,0.58024,0.32042,0.62509,0.57624,0.96726,0.92592,0.92627,0.92609,0.96726
GSKA,RTS,7,3,414884.34012,7.86537,0.5814,0.09574,0.62305,0.57536,0.96851,0.92417,0.92435,0.92426,0.96851
GSKA,RTS,8,3,415057.54141,7.97671,0.58447,0.14836,0.61974,0.57204,0.96853,0.9254,0.92548,0.92544,0.96853
GSKA,RTS,9,3,415230.90542,7.89883,0.58242,0.3525,0.62199,0.57461,0.96981,0.928,0.92811,0.92805,0.96981
GSKA,RTS,10,3,415404.82992,7.82176,0.58103,0.13251,0.62435,0.57709,0.96852,0.92583,0.92601,0.92592,0.96852
GSKA,ARS,1,3,415578.19105,7.82082,0.57933,0.3521,0.62419,0.57618,0.96594,0.91956,0.91978,0.91967,0.96594
GSKA,ARS,2,3,415581.51414,7.75009,0.57909,0.33667,0.62694,0.57901,0.96854,0.927,0.92728,0.92714,0.96854
GSKA,ARS,3,3,415584.81715,7.75009,0.57909,0.19613,0.62694,0.57901,0.96854,0.927,0.92728,0.92714,0.96854
GSKA,ARS,4,3,415588.12285,7.89883,0.58242,0.13249,0.62199,0.57461,0.96981,0.928,0.92811,0.92805,0.96981
GSKA,ARS,5,3,415591.43908,7.85427,0.58274,0.13322,0.62266,0.57633,0.96852,0.92578,0.92593,0.92585,0.96852
GSKA,ARS,6,3,415594.7506,7.8963,0.58215,0.35235,0.62236,0.57473,0.96981,0.928,0.92811,0.92805,0.96981
GSKA,ARS,7,3,415598.0617,7.98236,0.58517,0.09596,0.61808,0.5717,0.96719,0.91965,0.91972,0.91968,0.96719
GSKA,ARS,8,3,415601.38168,7.74585,0.57986,0.13314,0.62666,0.57964,0.96724,0.92391,0.92415,0.92403,0.96724
GSKA,ARS,9,3,415604.68255,8.05115,0.58515,0.09165,0.61676,0.56965,0.96847,0.92194,0.92197,0.92195,0.96847
GSKA,ARS,10,3,415607.98808,7.64695,0.57723,0.31744,0.63055,0.58119,0.96726,0.92927,0.92981,0.92954,0.96726
IQSA,MSEI,1,3,415611.30024,7.05168,0.5719,0.2497,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
IQSA,MSEI,2,3,415616.09615,7.05168,0.5719,0.2497,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
IQSA,MSEI,3,3,415620.8826,7.05168,0.5719,0.24276,0.64505,0.58848,0.88367,0.80767,0.81488,0.81126,0.88371
