optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,3,0.3503181=0.3503181=0.3503181=0.3503181=0.3503181=0.34921165=0.34921165=0.34921165=0.34921165=0.34921165=0.34921165=0.34921165=0.34921165=0.34921165=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34902991=0.34901772=0.34901772=0.34901772=0.34901772=0.34901772=0.34901772=0.34901772=0.34901772=0.34901772=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34873171=0.34852065=0.34852065=0.34852065=0.34852065=0.34852065=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34825047=0.34785633=0.34785633=0.34785633=0.34785633=0.34785633=0.34785633=0.34785633=0.34785633=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34768704=0.34730159
SADE,MSEI,2,3,0.35098964=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.35003821=0.34945979=0.34945979=0.34945979=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34907076=0.34877781=0.34877781=0.34877781=0.34877781=0.34877781=0.34867898=0.34867898=0.34867898=0.34867898=0.34851759=0.34851759=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34768103=0.34755821=0.34755821=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159
SADE,MSEI,3,3,0.35335479=0.35314751=0.35314751=0.35112892=0.35112892=0.35112892=0.35112892=0.35112892=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34883763=0.34730159=0.34730159=0.34730159=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214
SADE,MSEI,4,3,0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34972708=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34906022=0.34905272=0.3490207=0.3490207=0.3490207=0.3490207=0.34900091=0.34900091=0.34874071=0.34856029=0.34856029=0.34856029=0.34856029=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34810144=0.34805715=0.34805715=0.34805715=0.34805715=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.3477591=0.34731985=0.34731985=0.34731985=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214
SADE,MSEI,5,3,0.35278411=0.35278411=0.35025188=0.35025188=0.35001284=0.35001284=0.35001284=0.35001284=0.35001284=0.35001284=0.35001284=0.35001284=0.35001284=0.349937=0.349937=0.349937=0.34991468=0.34991468=0.34991468=0.34991468=0.34991468=0.34991468=0.34988019=0.34988019=0.34988019=0.34988019=0.34960607=0.34960607=0.34960607=0.34946141=0.34946141=0.34946141=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.3494563=0.34882207=0.34882207=0.34882207=0.34882207=0.34872894=0.34872894=0.34872894=0.34872894=0.34872894=0.34872894=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34811765=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34799375=0.34760252=0.34760252=0.34760252=0.34760252=0.34760252=0.34760252=0.34760252
SADE,MSEI,6,3,0.35455676=0.35455676=0.35410871=0.34997101=0.34997101=0.34997101=0.34997101=0.34997101=0.34997101=0.34997101=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34930213=0.34913257=0.34913257=0.34913257=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34903418=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34854687=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822=0.34844822
SADE,MSEI,7,3,0.3546126=0.35311174=0.35168551=0.35161208=0.35161208=0.35149518=0.3513674=0.3513674=0.3513674=0.3513674=0.35033961=0.35033961=0.35033961=0.35033961=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34789651=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214=0.34723214
SADE,MSEI,8,3,0.35339907=0.35339907=0.35282561=0.35059163=0.35059163=0.34991866=0.34991866=0.34991866=0.34991866=0.34991866=0.34991866=0.34991866=0.34991866=0.34965997=0.34965997=0.34965997=0.34965997=0.34965997=0.34884065=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.3487456=0.34745554=0.34745554=0.34745554=0.34745554=0.34745554=0.34745554=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34745546=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159=0.34730159
SADE,MSEI,9,3,0.35149769=0.35069669=0.35069669=0.35069669=0.35069669=0.35069669=0.35069669=0.35069669=0.35069669=0.35069669=0.35018484=0.35018484=0.35018484=0.350104=0.350104=0.350104=0.350104=0.350104=0.350104=0.34957748=0.34957748=0.34957748=0.34957748=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34935475=0.34916436=0.34888975=0.34888975=0.34888975=0.34888975=0.34888975=0.34888975=0.34888975=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34864768=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34808891=0.34805714=0.34805714=0.34805714=0.34805714=0.34805714=0.34805714=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256=0.34785256
SADE,MSEI,10,3,0.35286209=0.35286209=0.35286209=0.35286209=0.3528116=0.35232713=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34982892=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34924685=0.34907181=0.34907181=0.34907181=0.34907181=0.34907181=0.34907181=0.34907181=0.34907181=0.34907181=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34890261=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841=0.34752841
SADE,CHI,1,3,128.27478167=128.27478167=131.99098383=131.99629383=131.99629383=131.99629383=131.99629383=131.99629383=131.99629383=131.99629383=131.99629383=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.43014703=133.63228887=133.63228887=133.63228887=133.63228887=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.8963063=133.99787158=133.99787158=133.99787158=134.36401089=134.36401089=134.36401089=134.36401089=134.36401089=134.36401089=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.62917135=134.70350969=134.70350969=134.70350969=134.70350969=134.70350969=134.70350969=134.70350969=134.70350969=134.72643586=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226=136.24026226
SADE,CHI,2,3,131.47193133=131.47193133=132.04047671=132.04047671=132.15668896=132.15668896=132.15668896=132.15668896=132.15668896=132.15668896=132.15668896=132.43947135=132.77956639=133.47220041=133.47220041=133.47220041=133.47220041=133.47220041=133.47220041=133.52589787=133.52589787=134.00847287=134.00847287=134.00847287=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.59028479=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=134.94540114=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125=135.39125125
SADE,CHI,3,3,132.60017424=132.60017424=132.91171452=133.27571717=133.27571717=133.27571717=133.27571717=133.39409886=133.39409886=133.39409886=133.39409886=133.78692371=133.78692371=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=133.84586496=134.92738243=134.92738243=134.92738243=134.92738243=134.92738243=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.14212082=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338=135.27709338
SADE,CHI,4,3,128.63408427=129.7220823=129.7220823=132.46909762=132.46909762=132.46909762=132.46909762=132.46909762=132.46909762=132.46909762=132.46909762=132.46909762=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.0194599=134.51063747=134.51063747=134.51063747=134.51063747=134.51063747=134.51063747=134.51063747=134.51457592=134.51457592=134.51457592=134.51457592=134.51457592=134.98876435=134.98876435=134.98876435=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.30508553=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.5597142=135.60574413=135.60574413=135.60574413=135.60574413=135.60574413=135.60574413=136.45792617=136.45792617=136.45792617
SADE,CHI,5,3,129.55854491=129.55854491=129.55854491=133.24445163=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.02792756=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.11877295=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.38341211=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=135.61769921=136.45067141=136.45409971=136.45409971=136.45409971=136.45409971=136.45409971=136.45409971=136.45409971=136.57908345=136.57908345=136.65559895=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.71412025=136.73765996=136.73765996=136.73765996=136.73765996=136.73765996=136.73765996
SADE,CHI,6,3,129.83595157=131.60542607=131.60542607=131.60542607=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=131.90392169=133.59658561=133.59658561=133.59658561=133.59658561=133.59658561=133.59658561=134.20235832=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.50345933=134.73129853=134.73129853=134.73129853=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=135.15679845=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.24027916=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283=142.8950283
SADE,CHI,7,3,129.02336741=129.02336741=132.3130251=132.3130251=132.38424336=132.38424336=133.62294337=133.62294337=133.62294337=133.62294337=133.62294337=133.62294337=133.79332839=133.79332839=133.79332839=133.79332839=133.79332839=133.79332839=133.79332839=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=135.50326489=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.00082293=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961=136.09745961
