Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
iris,SSA,SSE,3,1.71,6.05,0.69,0.41,0.59,0.9,0.71,0.71,0.56,0.21,5.6,0.29,0.56,0.92,0.51,0.1,0.0,28.76,24.49,24.49,24.49,22.51,15.6,13.33,9.69,9.69,8.52,8.36,7.9,7.4,7.1,6.78,6.57,6.57,6.36,6.29,6.18,6.15,6.12,6.1,6.08,6.07,6.06,6.06,6.06,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
iris,SSA,SSE,3,1.92,5.99,0.69,0.4,0.6,0.88,0.71,0.7,0.56,0.61,5.43,0.29,0.56,0.89,0.52,0.1,0.0,31.75,24.13,21.9,18.41,15.0,15.0,11.11,11.11,11.11,10.82,10.73,9.66,8.76,7.46,6.88,6.69,6.56,6.32,6.32,6.21,6.15,6.1,6.07,6.05,6.02,6.02,6.01,6.0,6.0,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99,5.99
iris,SSA,SSE,3,1.87,2.88,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.01,2.83,0.21,0.89,0.82,0.63,0.06,0.0,17.21,17.21,11.65,10.19,8.7,8.56,8.09,7.06,6.37,6.37,5.0,4.84,4.7,3.93,3.74,3.53,3.36,3.2,3.1,3.04,3.0,2.96,2.93,2.91,2.9,2.9,2.89,2.89,2.89,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88,2.88
iris,GWO,SSE,3,1.79,2.9,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.03,2.83,0.21,0.89,0.82,0.63,0.06,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,12.77,9.94,9.35,9.26,9.26,9.26,7.87,7.76,7.76,7.76,6.03,6.03,6.03,5.76,5.76,5.76,5.76,4.58,4.58,4.58,4.58,4.58,4.27,4.27,4.12,4.12,3.27,3.27,3.27,3.27,3.25,3.25,3.23,3.04,3.04,3.04,2.91,2.9
iris,GWO,SSE,3,2.0,3.4,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.31,2.83,0.21,0.89,0.82,0.63,0.06,19.34,19.34,19.34,15.78,15.78,15.41,14.0,14.0,14.0,13.96,11.36,11.36,11.36,11.36,11.36,11.36,10.72,10.72,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.74,5.74,5.74,5.61,5.61,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,4.71,3.93,3.93,3.93,3.93,3.93,3.69,3.67,3.67,3.48,3.44,3.4
iris,GWO,SSE,3,2.05,2.95,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.96,2.83,0.21,0.89,0.82,0.63,0.06,42.45,24.05,12.73,12.73,12.73,12.73,12.73,9.31,9.31,9.31,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,7.42,6.52,6.23,6.23,6.23,5.05,5.05,5.05,5.05,4.58,4.58,4.58,4.58,4.58,4.32,4.32,4.32,4.32,4.32,4.24,3.84,3.84,3.66,3.4,3.24,3.24,3.09,3.02,2.96,2.95
iris,MVO,SSE,3,1.88,6.14,0.67,0.42,0.58,0.95,0.72,0.72,0.56,0.55,6.1,0.28,0.56,0.94,0.53,0.1,26.94,26.94,21.46,21.46,18.23,11.12,11.12,11.12,11.12,11.09,11.09,11.09,10.48,10.48,10.48,9.42,9.42,9.42,9.42,7.58,7.58,7.58,7.58,7.58,7.23,7.23,6.98,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.57,6.43,6.43,6.28,6.28,6.26,6.18,6.16,6.16,6.16,6.16,6.14,6.14
iris,MVO,SSE,3,1.93,2.87,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.37,2.83,0.21,0.89,0.82,0.63,0.06,33.39,14.66,14.66,14.66,14.66,14.66,14.66,14.66,13.23,13.23,7.51,7.51,7.51,7.51,7.51,7.51,7.39,7.25,7.25,6.25,4.82,4.82,4.82,4.82,4.82,4.46,4.46,4.46,4.32,3.91,3.72,3.72,3.67,3.67,3.67,3.67,3.63,3.56,3.48,3.27,3.12,3.05,3.04,3.01,2.97,2.94,2.93,2.89,2.88,2.87
iris,MVO,SSE,3,2.03,2.92,0.96,0.14,0.86,0.86,0.86,0.86,0.89,0.03,2.83,0.21,0.89,0.82,0.63,0.06,34.17,32.02,22.07,18.31,18.31,16.57,14.7,13.81,11.52,10.8,10.8,10.69,10.69,7.51,6.97,6.97,6.47,6.47,6.47,6.47,6.47,6.47,6.47,5.91,5.25,4.67,4.56,4.56,4.25,4.25,4.04,4.04,3.59,3.53,3.48,3.48,3.25,3.25,3.24,3.23,3.21,3.21,3.17,3.15,3.1,3.1,3.01,2.96,2.93,2.92
iris,PSO,SSE,3,1.82,3.14,0.95,0.15,0.85,0.85,0.85,0.84,0.87,0.95,2.85,0.22,0.87,0.89,0.63,0.06,12.85,12.85,12.85,12.85,12.85,12.85,11.63,11.63,9.19,9.19,9.19,9.19,9.19,8.99,8.99,6.23,6.23,6.23,6.23,6.23,6.23,6.23,5.2,5.2,5.2,5.2,4.69,4.69,4.42,4.38,4.38,4.38,4.08,4.08,4.08,4.08,3.9,3.9,3.68,3.68,3.55,3.5,3.34,3.34,3.27,3.27,3.25,3.19,3.19,3.14
