optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,405151.354041,2.19278,0.28038,0.615866,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SADE,CHI,3,405186.01532099996,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SADE,RTS,3,405989.61385699996,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SADE,ARS,3,406956.11740600003,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SSO,MSEI,3,406979.201039,2.19278,0.28038,0.61773,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SSO,CHI,3,407001.25974899996,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SSO,RTS,3,407792.93102099997,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SSO,ARS,3,408755.817004,2.19278,0.28038,0.6233219999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AO,MSEI,3,408777.591204,2.19278,0.28038,0.6121380000000001,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AO,CHI,3,408796.961475,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AO,RTS,3,409584.330994,2.19278,0.28038,0.6121380000000001,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AO,ARS,3,410545.924116,2.2157139999999997,0.280393,0.571945,0.80428,0.9345839999999999,0.9998670000000001,0.9995619999999998,0.9995619999999998,0.9995619999999998,0.9998670000000001
M-EO,MSEI,3,410575.31869900005,2.19278,0.28038,0.6233219999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
M-EO,CHI,3,410611.405858,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
M-EO,RTS,3,411922.447942,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
M-EO,ARS,3,413517.568315,2.19278,0.28038,0.61773,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
GSKA,MSEI,3,413552.24189100007,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
GSKA,CHI,3,413586.17384400003,2.19278,0.28038,0.615866,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
GSKA,RTS,3,414384.773532,2.19278,0.28038,0.61773,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
GSKA,ARS,3,415355.09210500005,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
IQSA,MSEI,3,415395.234701,2.19278,0.28038,0.61773,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
IQSA,CHI,3,415442.757874,2.19278,0.28038,0.6177299999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
IQSA,RTS,3,417009.064747,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
IQSA,ARS,3,418922.775329,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SOA,MSEI,3,418955.37783300004,2.19278,0.28038,0.6140019999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SOA,CHI,3,418971.11067900003,2.19278,0.28038,0.6140019999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SOA,RTS,3,419753.15643300005,2.19278,0.28038,0.621458,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
SOA,ARS,3,420710.167267,2.1972609999999997,0.28060100000000004,0.589719,0.804216,0.935128,0.999733,0.999208,0.9992090000000001,0.999208,0.999733
AAEO,MSEI,3,420741.15989199997,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AAEO,CHI,3,420785.0962830001,2.19278,0.28038,0.6251859999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AAEO,RTS,3,422342.71502600005,2.19278,0.28038,0.61773,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
AAEO,ARS,3,424235.56340600003,2.19278,0.28038,0.6102740000000001,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
RUN,MSEI,3,424278.894647,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
RUN,CHI,3,424325.474149,2.19278,0.28038,0.6140019999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
RUN,RTS,3,425617.713084,2.19278,0.28038,0.619594,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
RUN,ARS,3,427193.30943200004,2.19278,0.28038,0.615866,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
INFO,MSEI,3,427231.138226,2.19278,0.28038,0.621458,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
INFO,CHI,3,427259.47930599994,2.19278,0.28038,0.615866,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
INFO,RTS,3,428054.36934199993,2.19278,0.28038,0.621458,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
INFO,ARS,3,429019.995157,2.19278,0.28038,0.6158659999999999,0.8044,0.9352599999999999,1.0,1.0,1.0,1.0,1.0
