optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,8.835885935582187,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SADE,CHI,3,11.486396005201387,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SADE,RTS,3,527.0651343722199,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SADE,ARS,3,7.207956024889761,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,MSEI,3,6.731261717556259,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,CHI,3,6.628587619640433,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,RTS,3,524.6228165716767,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,ARS,3,6.33725574141277,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,MSEI,3,6.897440859258591,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,CHI,3,4.5737337714049495,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,RTS,3,524.0223187560779,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,ARS,3,6.995297069361954,0.07252367585830163,4.110960958217738e-05,0.12200260081471853,0.0003794733192201988,0.0021376996982738206,0.0004205829288024113,0.001385077615153766,0.001385077615153766,0.001385077615153766,0.0004205829288024113
M-EO,MSEI,3,11.267455702066785,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,CHI,3,10.495589092772878,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,RTS,3,871.1265007731324,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,ARS,3,10.625028385466933,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
GSKA,MSEI,3,10.330629347237474,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
