optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,2,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,3,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,4,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,5,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,6,3,0.00452582=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,7,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,8,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,9,3,0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
SADE,MSEI,10,3,0.00444856=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555=0.00438555
