optimizer,obj,trial,n_clusters,fitness
SSA,SSEI,1,3,219.79964381=219.01040716=218.75786334=218.74824357=218.74824357=218.64831355=218.59744601=218.5399692=218.5399692=218.53380257=218.47475371=218.37295934=218.33267733=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086
SSA,SSEI,2,3,219.79964381=219.01040716=218.75786334=218.74824357=218.74824357=218.64831355=218.59744601=218.5399692=218.5399692=218.53380257=218.47475371=218.37295934=218.33267733=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086
SSA,SSEI,3,3,219.79964381=219.01040716=218.75786334=218.74824357=218.74824357=218.64831355=218.59744601=218.5399692=218.5399692=218.53380257=218.47475371=218.37295934=218.33267733=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086=218.3145086
GWO,SSEI,1,3,220.25795608=220.06050406=220.06050406=220.06050406=220.06050406=220.06050406=218.28027548=218.28027548=218.24263117=218.24263117=218.24263117=218.18149641=218.18149641=218.18149641=218.18149641=218.18149641=218.10589116=218.10589116=218.10589116=217.96667735=217.96667735=217.73748223=217.73748223=217.73748223=217.73748223=217.73748223=217.65629737=217.65629737=217.51798492=217.21606268=217.21037128=217.12353543=217.12353543=217.11979095=217.11979095=217.11979095=217.11315122=217.09914435=217.09805874=217.09805874=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929
GWO,SSEI,2,3,220.25795608=220.06050406=220.06050406=220.06050406=220.06050406=220.06050406=218.28027548=218.28027548=218.24263117=218.24263117=218.24263117=218.18149641=218.18149641=218.18149641=218.18149641=218.18149641=218.10589116=218.10589116=218.10589116=217.96667735=217.96667735=217.73748223=217.73748223=217.73748223=217.73748223=217.73748223=217.65629737=217.65629737=217.51798492=217.21606268=217.21037128=217.12353543=217.12353543=217.11979095=217.11979095=217.11979095=217.11315122=217.09914435=217.09805874=217.09805874=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929
GWO,SSEI,3,3,220.25795608=220.06050406=220.06050406=220.06050406=220.06050406=220.06050406=218.28027548=218.28027548=218.24263117=218.24263117=218.24263117=218.18149641=218.18149641=218.18149641=218.18149641=218.18149641=218.10589116=218.10589116=218.10589116=217.96667735=217.96667735=217.73748223=217.73748223=217.73748223=217.73748223=217.73748223=217.65629737=217.65629737=217.51798492=217.21606268=217.21037128=217.12353543=217.12353543=217.11979095=217.11979095=217.11979095=217.11315122=217.09914435=217.09805874=217.09805874=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929=217.02008929
MVO,SSEI,1,3,219.63135688=219.63135688=218.45432082=218.31422003=218.31422003=218.09588207=217.87162094=217.87162094=217.87162094=217.87162094=217.65388275=217.38397014=217.38397014=217.38397014=217.31770833=217.31770833=217.31770833=217.31770833=217.31770833=217.1076465=217.1076465=217.10328259=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206
MVO,SSEI,2,3,219.63135688=219.63135688=218.45432082=218.31422003=218.31422003=218.09588207=217.87162094=217.87162094=217.87162094=217.87162094=217.65388275=217.38397014=217.38397014=217.38397014=217.31770833=217.31770833=217.31770833=217.31770833=217.31770833=217.1076465=217.1076465=217.10328259=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206
MVO,SSEI,3,3,219.63135688=219.63135688=218.45432082=218.31422003=218.31422003=218.09588207=217.87162094=217.87162094=217.87162094=217.87162094=217.65388275=217.38397014=217.38397014=217.38397014=217.31770833=217.31770833=217.31770833=217.31770833=217.31770833=217.1076465=217.1076465=217.10328259=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206
PSO,SSEI,1,3,220.33337536=220.33337536=220.33337536=218.67780244=218.67780244=218.53270787=218.53270787=218.53270787=218.34556789=218.27554817=218.27554817=218.27554817=218.15766411=218.15766411=218.15766411=218.15766411=218.15766411=218.15766411=218.15766411=218.15766411=218.15766411=218.05000644=218.05000644=218.05000644=218.05000644=218.05000644=218.05000644=218.04442355=217.88853218=217.88216697=217.88216697=217.88216697=217.76107979=217.76107979=217.55322874=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206=217.06349206
