optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,3,1.2736240932996423,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0
GWO,SSEI,3,0.576421262995504,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVO,SSEI,3,0.7064687542984479,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,1.6996749443881478e-17,0.0,0.0,0.0
PSO,SSEI,3,0.5654205138066066,1.6996749443881478e-17,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,6.798699777552591e-17
