optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,963788.28997,5.50389,0.72987,0.15986,0.50742,0.51806,0.72413,0.61794,0.61812,0.61803,0.72413
SADE,MSEI,2,3,963791.99317,5.50361,0.72811,0.15846,0.50831,0.51826,0.72785,0.62159,0.62198,0.62178,0.72785
SADE,MSEI,3,3,963795.67512,5.50317,0.72849,0.15925,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,MSEI,4,3,963799.39569,5.5039,0.7297,0.16368,0.50746,0.51804,0.72474,0.61855,0.61871,0.61863,0.72474
SADE,MSEI,5,3,963803.08149,5.50341,0.72803,0.16344,0.50837,0.51825,0.72848,0.62221,0.62257,0.62239,0.72848
SADE,MSEI,6,3,963806.7643,5.50425,0.72731,0.1617,0.50854,0.51799,0.73231,0.62602,0.62618,0.6261,0.73231
SADE,MSEI,7,3,963810.46663,5.50317,0.72849,0.16276,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,MSEI,8,3,963814.17041,5.50317,0.72849,0.16276,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,MSEI,9,3,963817.848,5.50317,0.72849,0.15925,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,MSEI,10,3,963821.52337,5.50317,0.72849,0.15925,0.50813,0.51823,0.72722,0.62097,0.62127,0.62112,0.72722
SADE,CHI,1,3,963825.19929,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,2,3,963828.72001,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,3,3,963832.38049,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,4,3,963836.06094,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,5,3,963839.63414,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,6,3,963843.41747,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,7,3,963847.03065,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,8,3,963850.6854,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,9,3,963854.40769,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,10,3,963858.02953,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,RTS,1,3,963861.7034,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,RTS,2,3,964134.45123,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
