optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,963804.920815,5.5034909999999995,0.7285470000000001,0.16104100000000005,0.508075,0.5181749999999999,0.727361,0.621116,0.621391,0.621253,0.727361
SADE,CHI,3,963841.5565610001,13.763720000000001,0.47905999999999993,0.32446200000000003,0.64567,0.49155,0.75899,0.5270900000000001,0.9483500000000001,0.677534,0.78319
SADE,RTS,3,965080.584426,6.804249999999999,0.87909,0.11554199999999999,0.48414999999999997,0.40476999999999996,1.0,1.0,1.0,1.0,1.0
SADE,ARS,3,966568.983634,6.804249999999999,0.87909,0.11783799999999997,0.48414999999999997,0.40476999999999996,1.0,1.0,1.0,1.0,1.0
SSO,MSEI,3,966603.176781,5.503454,0.728531,0.161356,0.5081009999999999,0.5182049999999999,0.727088,0.620727,0.6210289999999999,0.620878,0.727088
SSO,CHI,3,966635.672573,13.763720000000001,0.47905999999999993,0.32446200000000003,0.64567,0.49155,0.75899,0.5270900000000001,0.9462180000000002,0.6769700000000001,0.78319
SSO,RTS,3,967838.3798079999,6.798568,0.878522,0.12359300000000002,0.48430399999999996,0.405328,0.995897,0.9896240000000001,0.989636,0.9896290000000001,0.995897
SSO,ARS,3,969300.926904,6.797000999999999,0.8780889999999999,0.12556099999999998,0.484352,0.405438,0.997743,0.994017,0.994025,0.994019,0.997743
AO,MSEI,3,969333.460172,5.708797,0.758819,0.15737700000000002,0.492213,0.5015120000000001,0.706447,0.592229,0.595218,0.5937039999999999,0.706499
AO,CHI,3,969362.3475809998,13.764802,0.4788629999999999,0.32765199999999994,0.6456419999999999,0.4917599999999999,0.758065,0.5247909999999999,0.9309799999999999,0.6711560000000001,0.7822660000000001
AO,RTS,3,970567.2799780002,6.882645000000001,0.8578939999999999,0.121712,0.4832630000000001,0.397626,0.944193,0.897617,0.8985369999999999,0.8980749999999998,0.944196
AO,ARS,3,972038.84729,7.2468580000000005,0.91584,0.123335,0.46713699999999997,0.379317,0.928238,0.8735230000000002,0.8758109999999999,0.874655,0.9282619999999999
M-EO,MSEI,3,972082.168994,5.505073999999999,0.728228,0.161217,0.508188,0.518023,0.728704,0.621471,0.621738,0.6216030000000001,0.728704
M-EO,CHI,3,972134.4916109999,13.763720000000001,0.47905999999999993,0.32583400000000007,0.64567,0.49155,0.75899,0.5270900000000001,0.930226,0.6728500000000001,0.78319
M-EO,RTS,3,974136.974002,6.796024999999998,0.8762829999999999,0.12578399999999998,0.48445400000000005,0.405586,0.996415,0.9909149999999999,0.9909339999999999,0.9909239999999999,0.996415
M-EO,ARS,3,976599.5971280001,6.803911000000001,0.881009,0.135782,0.483999,0.404882,0.9947190000000001,0.986974,0.9869920000000001,0.9869809999999999,0.9947190000000001
GSKA,MSEI,3,976652.7323680001,5.5134360000000004,0.72751,0.15979899999999997,0.507865,0.517661,0.72931,0.6229160000000001,0.623568,0.6232390000000001,0.72931
GSKA,CHI,3,976704.3933150001,13.763720000000001,0.47905999999999993,0.32514800000000005,0.64567,0.49155,0.75899,0.5270900000000001,0.931292,0.6731320000000001,0.78319
