optimizer,obj,trial,n_clusters,fitness
SADE,MSEI,1,6,0.1765=0.1638=0.1638=0.1638=0.1593=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1501=0.1432=0.1407=0.1407=0.1407=0.1407=0.1407=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1355=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1336=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1305=0.1297=0.1297=0.1297=0.1297=0.1297=0.1297=0.1297=0.1297=0.1297=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1284=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1275=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1271=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1238=0.1238=0.1238=0.1238=0.1238=0.1238=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1228=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226=0.1226
SADE,MSEI,2,6,0.1564=0.1564=0.1564=0.1564=0.1564=0.1564=0.1564=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1561=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1471=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1364=0.1328=0.1328=0.1328=0.1328=0.1328=0.1328=0.1328=0.1328=0.1328=0.1328=0.1318=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1317=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1307=0.1305=0.1305=0.1305=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1295=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1276=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267
SADE,MSEI,3,6,0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1502=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1411=0.1402=0.1402=0.1402=0.1402=0.1402=0.1378=0.1378=0.1378=0.1378=0.1378=0.1378=0.137=0.1366=0.1366=0.1366=0.1366=0.1366=0.1359=0.1347=0.1347=0.1347=0.1347=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1283=0.1282=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.1252=0.124=0.1235=0.1235=0.1235=0.1235=0.1235=0.1235=0.1235=0.1233=0.1233=0.1233=0.1232=0.1225=0.1219=0.1219=0.1219=0.1217=0.1217=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1197=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1188=0.1188=0.1188=0.1188=0.1188=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1176=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171=0.1171
SADE,MSEI,4,6,0.152=0.152=0.152=0.152=0.152=0.152=0.152=0.152=0.152=0.152=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1366=0.1344=0.1344=0.1344=0.1344=0.1344=0.1335=0.1335=0.1335=0.1335=0.1335=0.1335=0.1335=0.1318=0.1315=0.1315=0.1315=0.1315=0.1315=0.1293=0.1293=0.1293=0.1293=0.1293=0.1293=0.1293=0.1293=0.1293=0.1281=0.1281=0.1259=0.1259=0.1259=0.1259=0.1259=0.1259=0.1259=0.1259=0.1259=0.1259=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1218=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1211=0.1206=0.1206=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1198=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1196=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1189=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1183=0.1183=0.1183=0.1183=0.1183=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1182=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1178=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1177=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175
SADE,MSEI,5,6,0.1697=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1521=0.1515=0.1464=0.1464=0.1464=0.1464=0.1423=0.1423=0.1417=0.1417=0.1417=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1391=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.1386=0.138=0.138=0.1375=0.1375=0.1375=0.1375=0.1375=0.1375=0.1375=0.1375=0.1362=0.1362=0.1362=0.1361=0.1345=0.1345=0.1345=0.1345=0.1334=0.1334=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1285=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.124=0.124=0.124=0.124=0.124=0.124=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1209=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1204=0.1203=0.1203=0.1203=0.1202=0.1202=0.1202=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1194=0.1192=0.1192=0.1192=0.1192=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1189=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1186=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1185=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1184=0.1181=0.1181=0.1181=0.1181=0.1181=0.1181=0.1181=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179=0.1179
SADE,MSEI,6,6,0.1608=0.1608=0.1608=0.1608=0.1608=0.1608=0.1608=0.1598=0.1598=0.1598=0.1542=0.1542=0.1485=0.1485=0.1485=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1455=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1344=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1337=0.1305=0.1305=0.1305=0.1305=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.129=0.1286=0.1286=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.1241=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124=0.124
SADE,MSEI,7,6,0.1693=0.1633=0.1633=0.1585=0.1585=0.1585=0.1556=0.1556=0.1556=0.1556=0.1556=0.1556=0.1556=0.1519=0.1519=0.1435=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1428=0.1411=0.1411=0.1411=0.1411=0.1402=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1343=0.1289=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.125=0.1225=0.1225=0.1225=0.1225=0.1225=0.1225=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1202=0.1198=0.1198=0.1198=0.1198=0.1198=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1193=0.1192=0.1192=0.1192=0.1192=0.1192=0.1192=0.1192=0.1192=0.1184=0.1184=0.1184=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1183=0.1182=0.1182=0.1182=0.1177=0.1177=0.1177=0.1177=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1175=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174=0.1174
SADE,MSEI,8,6,0.1807=0.1622=0.1622=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1499=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1433=0.1426=0.1426=0.1423=0.1423=0.1423=0.1423=0.1421=0.1421=0.1398=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1356=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1298=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1267=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1253=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1246=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1236=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1234=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215=0.1215
SADE,MSEI,9,6,0.1789=0.1789=0.1789=0.16=0.16=0.1556=0.1556=0.1556=0.1553=0.1512=0.1512=0.1512=0.1512=0.1512=0.1512=0.1512=0.1512=0.1512=0.1499=0.1499=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.1352=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.13=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1279=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1266=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1263=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255=0.1255
