optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,6,324353.938741,4.317373000000001,1.1502539999999999,0.161706,0.314565,-1.778629,0.54891,0.37454,0.5653819999999999,0.447612,0.5590639999999999
SADE,CHI,6,324410.543491,22.191750000000003,1.08456,0.24344799999999997,0.46868999999999994,-0.5075199999999999,0.5555289999999999,0.19137300000000002,0.9752510000000001,0.297741,0.6265820000000001
