optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,11,21.99284775147484,0.7096756848025728,0.10833660280194625,0.039589179512139985,0.022842498428246514,0.22746781711559394,0.011224455245380755,0.03125463194116637,0.027716371034703178,0.030232391771446442,0.010347581628359144
SADE,CHI,11,21.50678283620844,5.768321677771524,0.15381684195099635,0.019481488535416265,0.020279296393667667,0.21827113408175014,0.02072491726293631,0.04668487259154607,0.04393408249234807,0.05033791550886645,0.02163919170805088
