optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,3,1.102721883356512,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0
GWO,SSEI,3,0.5982250128783755,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVO,SSEI,3,0.7306181935183423,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,1.6996749443881478e-17,0.0,0.0,0.0
PSO,SSEI,3,0.5844551266208022,1.6996749443881478e-17,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,6.798699777552591e-17
