Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
banknote,SSA,SSE,2,26.75,486.38,0.78,0.68,0.31,0.32,0.31,0.31,0.32,0.19,425.41,0.35,0.32,0.99,1.23,0.27,0.0,702.65,673.53,666.16,618.67,611.07,581.1,572.96,555.45,546.33,542.78,522.15,519.51,509.03,501.46,501.46,493.5,492.56,491.8,491.8,488.99,488.66,488.0,487.84,487.63,487.61,487.5,486.96,486.84,486.71,486.58,486.47,486.45,486.44,486.43,486.4,486.39,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38,486.38
banknote,SSA,SSE,2,24.0,479.61,0.79,0.69,0.3,0.3,0.3,0.3,0.34,0.19,418.14,0.34,0.34,0.98,1.23,0.27,0.0,605.11,515.93,511.77,511.77,511.77,496.95,496.14,495.01,489.59,489.59,489.59,488.42,484.44,484.12,484.12,483.2,483.2,482.12,482.12,481.71,480.35,480.35,480.1,479.84,479.84,479.84,479.84,479.84,479.78,479.69,479.63,479.63,479.63,479.63,479.62,479.62,479.62,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61,479.61
banknote,SSA,SSE,2,31.25,657.06,0.57,0.97,0.02,0.16,0.03,0.03,0.01,0.39,588.72,0.29,0.01,0.92,0.49,0.29,0.0,750.18,720.51,715.72,666.45,664.74,662.72,662.72,661.46,661.46,661.46,661.29,661.29,661.29,661.29,660.84,660.84,660.75,660.63,659.03,658.64,658.25,657.8,657.49,657.4,657.33,657.31,657.26,657.16,657.11,657.09,657.09,657.07,657.07,657.07,657.07,657.07,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06,657.06
banknote,GWO,SSE,2,23.82,478.95,0.79,0.7,0.3,0.3,0.3,0.3,0.34,0.79,418.65,0.35,0.34,0.99,1.23,0.27,999.77,933.18,706.81,626.99,564.41,544.5,521.67,501.22,501.22,495.46,490.49,486.69,485.23,482.71,482.71,482.25,480.11,480.11,480.11,480.11,480.11,480.11,480.0,479.98,479.98,479.66,479.26,479.26,479.26,479.26,479.26,479.26,479.26,479.13,479.13,479.13,479.08,479.08,479.08,479.08,479.08,479.08,479.08,479.03,479.03,479.01,478.98,478.97,478.97,478.95
banknote,GWO,SSE,2,24.29,481.14,0.79,0.69,0.3,0.3,0.3,0.3,0.34,0.79,418.74,0.35,0.34,0.99,1.23,0.27,1227.79,719.17,702.97,618.07,554.73,527.51,527.51,527.51,522.5,513.25,493.4,489.69,487.78,487.78,487.78,484.84,484.84,484.84,484.84,484.84,484.84,484.69,484.69,484.45,484.2,483.76,483.71,483.71,483.71,483.71,482.63,482.62,482.38,482.18,481.73,481.73,481.73,481.73,481.73,481.73,481.71,481.55,481.33,481.33,481.33,481.33,481.24,481.2,481.17,481.14
banknote,GWO,SSE,2,25.33,479.02,0.79,0.7,0.3,0.3,0.3,0.3,0.34,0.79,418.65,0.35,0.34,0.99,1.23,0.27,885.19,836.29,711.05,646.65,575.73,528.89,511.23,499.77,497.34,494.83,489.51,482.92,482.92,481.96,481.16,481.16,481.16,480.68,480.55,480.55,480.55,480.55,480.44,480.08,480.08,480.08,480.08,480.05,479.97,479.57,479.57,479.57,479.55,479.55,479.55,479.55,479.41,479.33,479.32,479.32,479.32,479.27,479.24,479.24,479.21,479.15,479.12,479.07,479.04,479.02
banknote,MVO,SSE,2,24.33,478.11,0.79,0.69,0.3,0.3,0.3,0.3,0.34,0.19,418.34,0.34,0.34,0.99,1.23,0.27,731.2,687.79,687.79,687.79,669.87,637.42,617.78,566.74,533.77,533.77,531.88,515.68,515.68,515.68,507.18,506.95,506.95,483.01,483.01,483.01,483.01,483.01,483.01,483.01,483.01,483.01,481.23,481.23,481.23,481.23,481.23,481.23,478.83,478.83,478.83,478.83,478.83,478.83,478.83,478.83,478.83,478.83,478.22,478.22,478.22,478.22,478.22,478.22,478.17,478.11
banknote,MVO,SSE,2,24.74,477.97,0.79,0.7,0.3,0.3,0.3,0.3,0.34,0.79,418.57,0.34,0.34,0.99,1.23,0.27,721.42,721.42,718.76,707.86,640.82,590.15,581.78,581.78,581.78,581.78,571.16,522.79,522.79,522.79,518.64,518.64,518.64,518.64,513.45,513.45,499.3,499.3,490.75,490.75,490.75,490.75,490.75,490.44,489.15,489.15,489.15,486.47,486.47,486.47,486.47,486.47,485.25,481.65,481.65,481.35,479.97,479.97,479.97,479.97,479.14,478.23,478.23,477.97,477.97,477.97
banknote,MVO,SSE,2,25.47,478.1,0.79,0.69,0.3,0.3,0.3,0.3,0.34,0.79,418.83,0.35,0.34,0.98,1.23,0.27,1200.05,1113.22,1009.5,841.89,839.33,831.65,730.12,683.2,628.5,628.5,596.91,518.16,518.16,518.16,518.16,518.16,518.16,518.16,518.16,518.16,502.0,502.0,501.12,497.07,485.5,483.8,483.8,483.8,483.8,481.54,481.54,481.54,481.54,480.12,480.12,480.12,479.85,479.85,479.85,479.69,479.69,479.49,479.49,479.25,478.99,478.1,478.1,478.1,478.1,478.1
banknote,PSO,SSE,2,24.48,477.94,0.79,0.7,0.3,0.3,0.3,0.3,0.34,0.2,418.65,0.35,0.34,0.99,1.23,0.27,1249.46,968.15,866.2,613.98,577.78,515.99,497.77,497.77,497.77,497.77,493.64,483.32,483.32,483.32,482.71,479.01,479.01,479.01,478.9,478.9,478.31,478.31,478.31,478.31,478.31,478.31,478.06,478.06,478.06,478.0,478.0,477.95,477.95,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94,477.94
