optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,2,405137.02324,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,2,2,405139.68281,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,3,2,405142.38852,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,4,2,405145.07037,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,5,2,405147.71453,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,6,2,405150.37815,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,7,2,405152.82733,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,8,2,405154.61714,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,9,2,405156.37482,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,10,2,405158.12613,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,1,2,405159.87662,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,2,2,405161.71956,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,3,2,405163.48227,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,4,2,405165.28912,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,5,2,405167.07178,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,6,2,405168.83862,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,7,2,405170.61152,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,8,2,405172.38083,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,9,2,405174.13395,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,10,2,405175.89213,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,1,2,405177.68205,18.85218,0.75484,0.28734,0.57059,-1.41213,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,2,2,405232.13734,18.70568,1.84724,0.21618,0.33614,-1.60397,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,3,2,405311.1371,17.67199,2.22161,0.09948,0.17018,-0.82425,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,4,2,405392.08072,17.84592,1.4416,0.1507,0.40925,-1.5053,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,5,2,405472.81918,18.6688,0.86302,0.22828,0.4522,-0.74282,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,6,2,405553.77422,17.75714,1.22075,0.18689,0.49715,-2.10891,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,7,2,405634.45288,18.34658,2.35054,0.11136,0.20533,-1.08858,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,8,2,405715.23832,19.08657,2.68596,0.10542,0.13509,-0.89327,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,9,2,405795.9527,40.88929,inf,0.0,-1.0,-0.0,0.71505,0.0,1.0,0.0,0.75565
SADE,RTS,10,2,405876.65519,17.14635,1.83835,0.12258,0.28964,-1.15789,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,1,2,405957.186,19.64726,1.48498,0.24395,0.41607,-1.78645,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,2,2,405960.35632,17.16122,1.36492,0.19554,0.42439,-1.54299,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,3,2,405963.5242,18.61064,2.56399,0.09562,0.11083,-0.77724,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,4,2,405966.69467,17.23222,1.05088,0.23851,0.55903,-2.19485,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,5,2,405969.85989,17.86838,1.90304,0.13933,0.3225,-1.41342,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,6,2,405973.02917,18.22398,1.05079,0.47614,0.58139,-2.70484,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,7,2,405976.19539,17.26453,1.82599,0.14268,0.30085,-1.19371,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,8,2,405979.3655,18.26235,1.62706,0.1434,0.39419,-1.86036,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,9,2,405982.53325,17.93303,1.79471,0.16995,0.27058,-1.01361,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,10,2,405985.70492,18.53066,2.64961,0.12032,0.10656,-0.80372,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,1,2,405988.87275,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,2,2,405991.12315,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,3,2,405993.37752,14.98625,1.30625,0.22724,0.44261,-1.30794,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,4,2,405995.62718,14.98642,1.30094,0.23103,0.43999,-1.2815,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,5,2,405997.88147,15.06734,1.42648,0.1841,0.3958,-1.15031,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,6,2,406000.13156,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,7,2,406002.38546,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,8,2,406004.63725,14.99933,1.34981,0.2308,0.42454,-1.24308,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,9,2,406006.88797,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,MSEI,10,2,406009.13649,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SSO,CHI,1,2,406011.38797,14.98625,1.30625,0.22981,0.44261,-1.30794,0.71505,0.0,1.0,0.0,0.75565
SSO,CHI,2,2,406013.66882,15.05433,1.33087,0.22919,0.43912,-1.32537,0.71505,0.0,1.0,0.0,0.75565
