optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,963903.87168,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,2,3,963907.56135,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,3,3,963911.24791,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,4,3,963914.93129,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,5,3,963918.62202,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,6,3,963922.3076,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,7,3,963926.01682,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,8,3,963929.707,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,9,3,963933.38872,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,10,3,963937.10857,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,1,3,963940.78722,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,2,3,963944.50612,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,3,3,963948.22302,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,4,3,963951.94817,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,5,3,963955.69802,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,6,3,963959.43001,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,7,3,963963.12871,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,8,3,963966.82413,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,9,3,963970.53598,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,10,3,963974.26105,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,1,3,963978.03559,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,2,3,964247.21364,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,3,3,964512.0554,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,4,3,964776.5232,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,5,3,965039.81932,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,6,3,965304.03407,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,7,3,965568.2572,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,8,3,965835.74724,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,9,3,966101.59456,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,RTS,10,3,966368.47665,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
