optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,1.1906300470899138,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16
GWO,SSEI,7,0.6351874488946598,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,0.0,0.0,0.0
MVO,SSEI,7,1.1594953169806745,0.0,0.0,0.0,6.798699777552591e-17,0.0,0.0,0.0,0.0,0.0,0.0
PSO,SSEI,7,0.6211456740840663,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
