optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,2,1.3245719831452478,0.0,0.0,0.0,0.0,0.0,0.0,2.1245936804851847e-18,0.0,0.0,0.0
GWO,SSEI,2,0.7448768882394822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVO,SSEI,2,0.8154304121341882,2.1245936804851847e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSO,SSEI,2,0.772420138676704,2.1245936804851847e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
