optimizer,obj,trial,n_clusters,fitness
SSA,SSEI,1,2,138.71878007=138.67226945=138.32593198=138.30873459=138.30873459=138.30873459=138.30687677=138.30400138=138.30400138=138.30400138=138.29380278=138.29380278=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488
SSA,SSEI,2,2,138.71878007=138.67226945=138.32593198=138.30873459=138.30873459=138.30873459=138.30687677=138.30400138=138.30400138=138.30400138=138.29380278=138.29380278=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488
SSA,SSEI,3,2,138.71878007=138.67226945=138.32593198=138.30873459=138.30873459=138.30873459=138.30687677=138.30400138=138.30400138=138.30400138=138.29380278=138.29380278=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488=138.27771488
GWO,SSEI,1,2,139.79881032=139.79881032=138.51161847=138.51161847=138.51161847=138.35970598=138.35970598=138.28586556=138.28586556=138.28586556=138.28586556=138.27836698=138.27836698=138.24444433=138.24444433=138.24444433=138.24444433=138.23932092=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14546838=138.14546838=138.14546838=138.14545168=138.14545168=138.14545168=138.14545168=138.14545168
GWO,SSEI,2,2,139.79881032=139.79881032=138.51161847=138.51161847=138.51161847=138.35970598=138.35970598=138.28586556=138.28586556=138.28586556=138.28586556=138.27836698=138.27836698=138.24444433=138.24444433=138.24444433=138.24444433=138.23932092=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14546838=138.14546838=138.14546838=138.14545168=138.14545168=138.14545168=138.14545168=138.14545168
GWO,SSEI,3,2,139.79881032=139.79881032=138.51161847=138.51161847=138.51161847=138.35970598=138.35970598=138.28586556=138.28586556=138.28586556=138.28586556=138.27836698=138.27836698=138.24444433=138.24444433=138.24444433=138.24444433=138.23932092=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.16123219=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14640535=138.14546838=138.14546838=138.14546838=138.14545168=138.14545168=138.14545168=138.14545168=138.14545168
MVO,SSEI,1,2,138.56511964=138.56511964=138.29717141=138.29717141=138.29717141=138.1866192=138.1866192=138.1866192=138.18316509=138.18316509=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14970319=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
MVO,SSEI,2,2,138.56511964=138.56511964=138.29717141=138.29717141=138.29717141=138.1866192=138.1866192=138.1866192=138.18316509=138.18316509=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14970319=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
MVO,SSEI,3,2,138.56511964=138.56511964=138.29717141=138.29717141=138.29717141=138.1866192=138.1866192=138.1866192=138.18316509=138.18316509=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16404474=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.16322019=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.15792867=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14982898=138.14970319=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
PSO,SSEI,1,2,139.79881032=139.79881032=138.25060618=138.25060618=138.25060618=138.25060618=138.2015378=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16194429=138.16062614=138.16062614=138.15414955=138.15414955=138.15414955=138.14953612=138.14953612=138.14953612=138.14841417=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
PSO,SSEI,2,2,139.79881032=139.79881032=138.25060618=138.25060618=138.25060618=138.25060618=138.2015378=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16194429=138.16062614=138.16062614=138.15414955=138.15414955=138.15414955=138.14953612=138.14953612=138.14953612=138.14841417=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
PSO,SSEI,3,2,139.79881032=139.79881032=138.25060618=138.25060618=138.25060618=138.25060618=138.2015378=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16612043=138.16194429=138.16062614=138.16062614=138.15414955=138.15414955=138.15414955=138.14953612=138.14953612=138.14953612=138.14841417=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839=138.14710839
