optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,963882.3115119999,72.36650999999999,1.7013930000000002,0.22611900000000001,0.178298,-1.070112,0.473039,0.138525,0.11619600000000001,0.12638100000000002,0.47642099999999993
SADE,CHI,3,963911.2293349998,72.352826,1.704781,0.23174200000000003,0.178536,-1.070654,0.46840099999999996,0.13167100000000004,0.11040999999999998,0.12010799999999999,0.471766
