optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,2,10.64059453207603,0.0,2.340555645717801e-16,0.0009450079364746088,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
SADE,CHI,2,10.428629308233885,0.0,2.340555645717801e-16,0.0009450079364746088,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
SADE,RTS,2,790.0683120569164,0.3233748443868555,0.0068360111826187555,0.09746529903281247,0.0012510266894745934,0.004203424529806354,0.0017884968859662915,0.005158867662147919,0.011649936766638126,0.007378209960567824,0.0022871340630190797
SADE,ARS,2,10.115952932865014,0.4335806254589036,0.0028371748467641367,0.08597425415656584,0.0013983228048868677,0.0018900702514868474,0.0023270257602546873,0.00823594027553759,0.017074228012481926,0.011321722729141339,0.002894549667526498
SSO,MSEI,2,9.080427864345076,0.0,2.340555645717801e-16,0.0009450079364746088,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
SSO,CHI,2,8.787653307323943,0.0,2.340555645717801e-16,0.0009644946863513548,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
SSO,RTS,2,792.07457148693,0.45989812907739475,0.00965862452825338,0.10071518162620767,0.0015950412742831016,0.00817199696796594,0.0026895881551725277,0.009701800520178378,0.01981982946445303,0.013218683578766667,0.0033529073619439215
SSO,ARS,2,8.98264989352584,0.5094680630444093,0.010148442080766217,0.12975100008606227,0.002588105270055466,0.007486531684743391,0.002462531669283094,0.008374011716150286,0.01831210046208062,0.01179562936948352,0.0031457239053815375
AO,MSEI,2,9.63193064122242,0.03467093210938127,0.0005652226699865173,0.006100492603060839,0.00032423585379918687,0.0007656667392250717,7.364328437360688e-05,7.732327520797919e-05,7.732327520797919e-05,7.732327520797919e-05,7.364328437360688e-05
AO,CHI,2,6.3356301524229615,0.01961209162169495,0.0003839343115111822,0.0010989899403037768,0.0002778668746000498,0.00040827686684405254,2.00277585143979e-05,1.6363916944844773e-05,1.6363916944844773e-05,1.6363916944844773e-05,2.00277585143979e-05
AO,RTS,2,789.7005142676461,0.46785034651881646,0.011160236208173299,0.10823841158910885,0.0020524243117726756,0.00735802539937024,0.0031881830422846005,0.010482603366212677,0.021720458865625594,0.01439329662647782,0.00394285922762769
AO,ARS,2,9.896229855039316,0.3146816090749515,0.01317882324876628,0.11369158751249413,0.001812371068211159,0.010768494994401235,0.0016503454183897438,0.00566768667290476,0.011616167660253158,0.0076679999565293,0.0021316649726342016
M-EO,MSEI,2,15.098429531539553,0.0,2.340555645717801e-16,0.0007715957490810838,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
M-EO,CHI,2,13.649831305196187,0.014761512117666643,0.00029092954473550095,0.0010232106332520225,0.00021187260323128265,0.0003067409330363236,3.162277660171542e-06,6.324555320336759e-06,6.324555320336759e-06,6.324555320336759e-06,3.162277660171542e-06
M-EO,RTS,2,1302.1481971754833,0.46987887605211803,0.007835555429507764,0.10555123622098313,0.0019744087722657617,0.006417384029164671,0.002455013917136363,0.007800003490027712,0.017092574768659708,0.010996797715698874,0.0031209615683489298
M-EO,ARS,2,15.048385027912955,0.43442463904060197,0.013630827968656604,0.1271972934897245,0.0019375531533927606,0.009497841216706977,0.0026277622503651944,0.00830565463337412,0.018541645288377193,0.011819643959668722,0.003365055885287955
GSKA,MSEI,2,13.025663759528078,0.0,2.340555645717801e-16,0.0009450079364746088,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
GSKA,CHI,2,12.801760963458268,0.00012332882874751516,2.5298221281302117e-05,0.0009740071868317989,1.2649110640686168e-05,1.2649110640668614e-05,1.2649110640668614e-05,1.2649110640673517e-05,1.2649110640673517e-05,1.2649110640673517e-05,1.2649110640668614e-05
GSKA,RTS,2,788.0142873456269,0.439181039137366,0.00502676215647587,0.09699055533057502,0.0019265397882098235,0.002959085632045436,0.0023497236244101514,0.008552742834903903,0.01758735075748098,0.011706697086141192,0.0029175453914397063
GSKA,ARS,2,12.893511979204627,0.517085662131746,0.008456982388009977,0.10554468492328527,0.0017809688374589856,0.0049350678257187594,0.0029462724095221152,0.010009563704555535,0.02157577708140931,0.014009600517740205,0.0037145922462035632
IQSA,MSEI,2,19.896076906416177,0.0,2.340555645717801e-16,0.0009644946863513548,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
IQSA,CHI,2,18.88604749737477,0.0,2.340555645717801e-16,0.000883973981517555,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
IQSA,RTS,2,1566.687132612201,0.5047384428086378,0.005675423528004042,0.10859442693394128,0.0019422838790111683,0.003763839794677768,0.0027143986442672552,0.009364511317854355,0.019731208247061035,0.01297249950215198,0.0034018205909972996
IQSA,ARS,2,18.93931651964634,0.3448161942913296,0.009650452839115859,0.10300702559103002,0.0019369188017169061,0.006380193657806256,0.0018571450610487441,0.0068031933678236725,0.014106650165396783,0.00932910981819809,0.002346963996315234
SOA,MSEI,2,8.015886884577716,0.051949114044419015,0.0015048647041437692,0.006609047754572681,0.0006050794254567848,0.001100933442331751,3.1198290551455855e-05,4.228212125447088e-05,4.228212125447088e-05,4.228212125447088e-05,3.1198290551455855e-05
SOA,CHI,2,4.918186098060983,0.025128800851258678,0.00042285274557988454,0.00714810464388987,0.0002719660926578001,0.0005926072336154306,4.840798832148203e-05,3.238655413730965e-05,3.238655413730965e-05,3.238655413730965e-05,4.840798832148203e-05
SOA,RTS,2,786.2026343868669,0.4558969563350418,0.009049171846700208,0.12739404083394168,0.002222959988643764,0.006293813629271207,0.0032363793212649167,0.012625335023057583,0.025089994486514607,0.016991473678812496,0.003950260750887199
SOA,ARS,2,8.555667165315429,0.4919819102015412,0.011311123777552393,0.1059261451515473,0.001932362974874716,0.009026653434259145,0.0025136005605063474,0.0074190343786176855,0.016729815334040932,0.010543427916110694,0.0032471252242902726
AAEO,MSEI,2,18.100031300812653,0.00018024982663063805,1.897366596099414e-05,0.0007737075244130275,9.486832980514626e-06,1.8973665961011698e-05,6.324555320343084e-06,6.324555320336759e-06,6.324555320336759e-06,6.324555320336759e-06,6.324555320343084e-06
AAEO,CHI,2,17.67811741339573,0.0,2.340555645717801e-16,0.0007715957490810838,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
AAEO,RTS,2,1559.289144766279,0.49880202127920736,0.010126019509714097,0.09946571184193184,0.0020827601878276774,0.008951031039308638,0.0025830836438472124,0.00806462673931314,0.017778394034457804,0.011371803384785644,0.0033148929930776764
AAEO,ARS,2,17.709674343751043,0.36049650958550655,0.01064883426066493,0.11354093057376075,0.002387157537975048,0.00830127761251243,0.0016841562345050335,0.006612657559559545,0.012788121267627852,0.008760660807141078,0.0021129718407967416
RUN,MSEI,2,19.975998982169923,0.0,2.340555645717801e-16,0.0009644946863513548,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
RUN,CHI,2,19.32697544200677,0.0,2.340555645717801e-16,0.0008839739815175549,5.851389114294502e-17,5.851389114294502e-17,0.0,0.0,0.0,0.0,0.0
RUN,RTS,2,1311.8333638810332,0.45491080126401534,0.0044689174677244765,0.09879615795498663,0.0015311248588320116,0.002421790201024397,0.002427369174870386,0.008100123730193538,0.01710319492570516,0.011237892447726421,0.0030347828038702405
RUN,ARS,2,19.730207749814117,0.40138542667034294,0.0056718824035764,0.1091438808841084,0.001885837568120152,0.0036568195045543236,0.0021714677575828986,0.008051209777970568,0.016275767979832274,0.010932000731796536,0.0026955232433714064
INFO,MSEI,2,11.894490737526795,0.014761512117666645,0.000290929544735501,0.004868101272570237,0.00021187260323128265,0.0003067409330363236,3.162277660171542e-06,6.324555320336759e-06,6.324555320336759e-06,6.324555320336759e-06,3.162277660171542e-06
INFO,CHI,2,11.675069448545083,0.014761512117666643,0.00029092954473550095,0.004715596462802979,0.00021187260323128265,0.0003067409330363236,3.162277660171542e-06,6.324555320336759e-06,6.324555320336759e-06,6.324555320336759e-06,3.162277660171542e-06
INFO,RTS,2,787.204720660189,0.446444610475055,0.010561486059157476,0.10940188678547652,0.002045503469673037,0.008797352190037385,0.002401897398123223,0.007968143238337692,0.017382126963573188,0.01119901900465691,0.00306294048986334
INFO,ARS,2,11.693016589834874,0.3620331916581986,0.010635940955082454,0.10992985155189751,0.0023325665406728788,0.009378785991090035,0.0018908328558835692,0.008211576110724554,0.01523708064777065,0.010686358697995417,0.002331885264949546
