optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SSO,NMIS,7,2,324604.18622,78.25094,1.1743,0.11762,0.25256,-0.30825,0.64663,0.17692,0.28323,0.21779,0.65883
SSO,NMIS,8,2,324608.76295,78.29466,1.17133,0.11814,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
SSO,NMIS,9,2,324613.35138,78.49695,1.15245,0.44027,0.2506,-0.28259,0.64679,0.17005,0.27808,0.21104,0.65964
SSO,NMIS,10,2,324617.93437,78.35782,1.15336,0.12932,0.25472,-0.29273,0.64679,0.17005,0.27808,0.21104,0.65964
SSO,ARS,1,2,324622.52644,77.97173,1.18338,0.32067,0.25396,-0.31449,0.64521,0.1694,0.26774,0.20751,0.657
SSO,ARS,2,2,324626.04869,78.02016,1.16268,0.12162,0.2543,-0.29708,0.64595,0.17035,0.27272,0.20971,0.65814
SSO,ARS,3,2,324629.57845,77.90212,1.17601,0.1219,0.25623,-0.30912,0.64523,0.16769,0.26638,0.20582,0.65717
SSO,ARS,4,2,324633.10819,77.49068,1.17656,0.32132,0.25837,-0.31131,0.64312,0.15945,0.24951,0.19456,0.65457
SSO,ARS,5,2,324636.64194,77.76587,1.16912,0.33237,0.25496,-0.30457,0.64522,0.16854,0.26706,0.20666,0.65709
SSO,ARS,6,2,324640.16242,77.34392,1.1781,0.31914,0.25838,-0.31029,0.64173,0.15416,0.23946,0.18757,0.65293
SSO,ARS,7,2,324643.70717,77.01275,1.1902,0.12169,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
SSO,ARS,8,2,324647.22004,77.39139,1.1782,0.31889,0.25855,-0.31169,0.64243,0.15715,0.2447,0.19139,0.65371
SSO,ARS,9,2,324650.74401,77.90212,1.17601,0.1219,0.25623,-0.30912,0.64523,0.16769,0.26638,0.20582,0.65717
SSO,ARS,10,2,324654.26799,77.48092,1.17605,0.12195,0.25846,-0.31085,0.64312,0.15945,0.24951,0.19456,0.65457
AO,MSEI,1,2,324657.86468,62.70485,1.18323,0.2997,0.35456,-0.26718,0.49974,0.00033,0.00033,0.00033,0.49974
AO,MSEI,2,2,324661.64626,62.69509,1.18163,0.28465,0.35483,-0.26703,0.49951,0.00013,0.00013,0.00013,0.49951
AO,MSEI,3,2,324665.47192,62.63822,1.18148,0.29194,0.35528,-0.26552,0.49943,2e-05,2e-05,2e-05,0.49943
AO,MSEI,4,2,324669.26753,62.68244,1.18255,0.28368,0.35478,-0.26701,0.49935,2e-05,2e-05,2e-05,0.49935
AO,MSEI,5,2,324673.03989,62.65456,1.18129,0.28752,0.35509,-0.26523,0.49955,0.0,0.0,0,0.49955
AO,MSEI,6,2,324676.8515,62.73165,1.18194,0.28029,0.35528,-0.26745,0.49943,5e-05,5e-05,5e-05,0.49943
AO,MSEI,7,2,324680.68873,62.65816,1.18216,0.28151,0.35515,-0.26652,0.49934,1e-05,1e-05,1e-05,0.49934
AO,MSEI,8,2,324684.47108,62.65599,1.18143,0.286,0.35505,-0.26558,0.49951,1e-05,1e-05,1e-05,0.49951
AO,MSEI,9,2,324688.28478,62.70998,1.1809,0.2835,0.35495,-0.26639,0.49958,1e-05,1e-05,1e-05,0.49958
AO,MSEI,10,2,324692.12431,62.62632,1.1815,0.29794,0.35551,-0.26583,0.49934,0.0,0.0,0,0.49934
AO,CHI,1,2,324695.88192,62.68219,1.18249,0.29308,0.3548,-0.26694,0.49934,1e-05,1e-05,1e-05,0.49934
AO,CHI,2,2,324698.36315,62.61704,1.18139,0.29459,0.35558,-0.26563,0.49938,3e-05,3e-05,3e-05,0.49938
AO,CHI,3,2,324700.86383,62.66439,1.18231,0.29196,0.35491,-0.26661,0.49936,2e-05,2e-05,2e-05,0.49936
AO,CHI,4,2,324703.33728,62.61704,1.18139,0.29459,0.35558,-0.26563,0.49938,3e-05,3e-05,3e-05,0.49938
AO,CHI,5,2,324705.77302,62.61755,1.18143,0.29518,0.35556,-0.26568,0.49937,3e-05,3e-05,3e-05,0.49937
AO,CHI,6,2,324708.25776,62.61755,1.18143,0.29269,0.35556,-0.26568,0.49937,3e-05,3e-05,3e-05,0.49937
AO,CHI,7,2,324710.69046,62.61755,1.18143,0.29518,0.35556,-0.26568,0.49937,3e-05,3e-05,3e-05,0.49937
AO,CHI,8,2,324713.16057,62.62409,1.18149,0.28791,0.35553,-0.26583,0.49934,1e-05,1e-05,1e-05,0.49934
AO,CHI,9,2,324715.5783,62.66366,1.18229,0.27839,0.35492,-0.26659,0.49938,3e-05,3e-05,3e-05,0.49938
AO,CHI,10,2,324718.05631,62.66506,1.18236,0.29084,0.35491,-0.26662,0.49938,3e-05,3e-05,3e-05,0.49938
AO,NMIS,1,2,324720.54117,78.3893,1.12572,0.11887,0.25393,-0.26539,0.64701,0.16494,0.27425,0.20599,0.66035
AO,NMIS,2,2,324725.17974,78.5842,1.14092,0.109,0.2502,-0.27495,0.64693,0.16664,0.27552,0.20767,0.6601
AO,NMIS,3,2,324729.80305,78.55324,1.16206,0.44354,0.25034,-0.2954,0.64674,0.17176,0.27936,0.21273,0.65942
AO,NMIS,4,2,324734.53185,78.55051,1.13402,0.43922,0.25361,-0.27337,0.64701,0.16494,0.27425,0.20599,0.66035
AO,NMIS,5,2,324739.12442,78.21165,1.15105,0.12507,0.25216,-0.28651,0.64605,0.16608,0.26941,0.20549,0.65864
AO,NMIS,6,2,324743.84422,78.57591,1.14029,0.12412,0.25019,-0.27733,0.64693,0.16664,0.27552,0.20767,0.6601
AO,NMIS,7,2,324748.52396,78.54232,1.15799,0.42943,0.25074,-0.29277,0.64676,0.1709,0.27872,0.21188,0.65953
AO,NMIS,8,2,324753.27987,78.12099,1.17922,0.33477,0.2533,-0.3109,0.64592,0.17207,0.27405,0.2114,0.65796
AO,NMIS,9,2,324757.89633,78.58376,1.14105,0.43503,0.25025,-0.27534,0.64693,0.16664,0.27552,0.20767,0.6601
AO,NMIS,10,2,324762.51969,78.64115,1.13975,0.11028,0.24996,-0.27471,0.64697,0.16579,0.27488,0.20683,0.66023
AO,ARS,1,2,324767.15883,77.16196,1.18688,0.12227,0.25545,-0.31335,0.63966,0.14923,0.22795,0.18038,0.6503
AO,ARS,2,2,324771.0498,77.76482,1.16657,0.13008,0.25434,-0.29986,0.64454,0.16381,0.25955,0.20085,0.65639
AO,ARS,3,2,324774.91654,77.85788,1.16506,0.33176,0.25438,-0.30074,0.64524,0.16684,0.26571,0.20498,0.65726
AO,ARS,4,2,324778.80081,77.69854,1.16693,0.12579,0.25398,-0.29439,0.64179,0.15,0.23588,0.18338,0.65337
AO,ARS,5,2,324782.69148,77.74547,1.16645,0.12723,0.25202,-0.29367,0.64181,0.14917,0.23517,0.18255,0.65346
AO,ARS,6,2,324786.58524,77.61117,1.16968,0.331,0.25489,-0.30185,0.64246,0.1538,0.24186,0.18803,0.65405
AO,ARS,7,2,324790.47171,77.99673,1.17162,0.34886,0.25553,-0.30451,0.64525,0.16598,0.26503,0.20412,0.65735
AO,ARS,8,2,324794.33452,77.64109,1.17591,0.1202,0.2542,-0.30389,0.64244,0.15547,0.24328,0.18971,0.65387
AO,ARS,9,2,324798.21874,77.21339,1.18321,0.3232,0.25564,-0.31115,0.64035,0.15105,0.23183,0.18292,0.65115
AO,ARS,10,2,324802.10836,77.97173,1.18338,0.1207,0.25396,-0.31449,0.64521,0.1694,0.26774,0.20751,0.657
M-EO,MSEI,1,2,324805.98152,62.65676,1.18166,0.27997,0.35501,-0.26642,0.49935,2e-05,2e-05,2e-05,0.49935
M-EO,MSEI,2,2,324812.14209,62.65494,1.1821,0.3009,0.35519,-0.26643,0.49934,1e-05,1e-05,1e-05,0.49934
M-EO,MSEI,3,2,324818.31074,62.63472,1.18136,0.2924,0.35546,-0.26556,0.4995,6e-05,6e-05,6e-05,0.4995
M-EO,MSEI,4,2,324824.43865,62.62205,1.18162,0.29003,0.35553,-0.26579,0.49933,0.0,0.0,0,0.49933
M-EO,MSEI,5,2,324830.54237,62.65747,1.18126,0.302,0.35504,-0.26536,0.49958,1e-05,1e-05,1e-05,0.49958
M-EO,MSEI,6,2,324836.66496,62.63534,1.18173,0.28706,0.35541,-0.26606,0.49934,1e-05,1e-05,1e-05,0.49934
M-EO,MSEI,7,2,324842.82629,62.65599,1.18143,0.28542,0.35505,-0.26558,0.49951,1e-05,1e-05,1e-05,0.49951
M-EO,MSEI,8,2,324848.96017,62.63987,1.18178,0.30325,0.35537,-0.26583,0.49939,0.0,0.0,0,0.49939
M-EO,MSEI,9,2,324855.08478,62.61954,1.18138,0.29355,0.35557,-0.26562,0.49939,3e-05,3e-05,3e-05,0.49939
M-EO,MSEI,10,2,324861.21915,62.65532,1.18169,0.29118,0.35513,-0.26541,0.49956,2e-05,2e-05,2e-05,0.49956
M-EO,CHI,1,2,324867.38989,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,2,2,324872.89876,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,3,2,324878.44585,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,4,2,324883.99527,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,5,2,324889.51964,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,6,2,324895.04835,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,7,2,324900.60188,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,8,2,324906.15315,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,9,2,324911.67511,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,CHI,10,2,324917.12234,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
M-EO,NMIS,1,2,324922.66619,78.35782,1.15336,0.12932,0.25472,-0.29273,0.64679,0.17005,0.27808,0.21104,0.65964
M-EO,NMIS,2,2,324930.38749,78.3956,1.14656,0.43594,0.25225,-0.28143,0.64679,0.17005,0.27808,0.21104,0.65964
M-EO,NMIS,3,2,324938.12221,77.90645,1.16494,0.13003,0.25455,-0.302,0.64593,0.17121,0.27338,0.21056,0.65805
M-EO,NMIS,4,2,324945.82693,78.44708,1.14403,0.44993,0.25135,-0.28152,0.64685,0.16834,0.2768,0.20936,0.65987
M-EO,NMIS,5,2,324953.51576,78.25094,1.1743,0.11762,0.25256,-0.30825,0.64663,0.17692,0.28323,0.21779,0.65883
M-EO,NMIS,6,2,324961.24201,78.25094,1.1743,0.11762,0.25256,-0.30825,0.64663,0.17692,0.28323,0.21779,0.65883
M-EO,NMIS,7,2,324968.94437,78.25094,1.1743,0.44379,0.25256,-0.30825,0.64663,0.17692,0.28323,0.21779,0.65883
M-EO,NMIS,8,2,324976.64798,78.29039,1.17081,0.44295,0.25203,-0.30334,0.64664,0.17606,0.28258,0.21695,0.65893
M-EO,NMIS,9,2,324984.36664,78.25094,1.1743,0.44379,0.25256,-0.30825,0.64663,0.17692,0.28323,0.21779,0.65883
M-EO,NMIS,10,2,324992.09926,78.39124,1.14618,0.43556,0.25225,-0.28069,0.64679,0.17005,0.27808,0.21104,0.65964
M-EO,ARS,1,2,324999.82275,77.39139,1.1782,0.12258,0.25855,-0.31169,0.64243,0.15715,0.2447,0.19139,0.65371
M-EO,ARS,2,2,325005.94194,77.01275,1.1902,0.3242,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
M-EO,ARS,3,2,325012.05572,78.02022,1.18353,0.33535,0.25416,-0.31596,0.64591,0.17379,0.27538,0.2131,0.65779
M-EO,ARS,4,2,325018.21053,77.01275,1.1902,0.3242,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
M-EO,ARS,5,2,325024.27654,77.01275,1.1902,0.3242,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
M-EO,ARS,6,2,325030.22938,77.01275,1.1902,0.3242,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
M-EO,ARS,7,2,325036.18216,77.76587,1.16912,0.33237,0.25496,-0.30457,0.64522,0.16854,0.26706,0.20666,0.65709
M-EO,ARS,8,2,325042.13394,77.85456,1.1786,0.34923,0.25672,-0.31262,0.64522,0.16854,0.26706,0.20666,0.65709
M-EO,ARS,9,2,325048.10438,77.01275,1.1902,0.3242,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
M-EO,ARS,10,2,325054.0709,77.01275,1.1902,0.12169,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
GSKA,MSEI,1,2,325060.02266,62.6293,1.18163,0.29118,0.35549,-0.26585,0.49935,0.0,0.0,0,0.49935
GSKA,MSEI,2,2,325064.98198,62.63398,1.18142,0.29392,0.35546,-0.26565,0.4995,8e-05,8e-05,8e-05,0.4995
GSKA,MSEI,3,2,325069.93731,62.61929,1.18153,0.29443,0.3555,-0.26573,0.49934,1e-05,1e-05,1e-05,0.49934
GSKA,MSEI,4,2,325074.89336,62.63349,1.18172,0.30791,0.35541,-0.26602,0.49938,5e-05,5e-05,5e-05,0.49938
GSKA,MSEI,5,2,325079.83947,62.62573,1.18153,0.28778,0.35552,-0.26586,0.49933,0.0,0.0,0,0.49933
GSKA,MSEI,6,2,325084.80546,62.65712,1.1816,0.28652,0.35502,-0.26575,0.49946,0.0,0.0,0,0.49946
GSKA,MSEI,7,2,325089.78445,62.63712,1.18168,0.2955,0.35537,-0.26599,0.49936,1e-05,1e-05,1e-05,0.49936
GSKA,MSEI,8,2,325094.73459,62.63332,1.18172,0.3032,0.35545,-0.26583,0.49936,1e-05,1e-05,1e-05,0.49936
GSKA,MSEI,9,2,325099.68094,62.65836,1.18197,0.30084,0.35513,-0.26584,0.49949,2e-05,2e-05,2e-05,0.49949
GSKA,MSEI,10,2,325104.64753,62.62454,1.18137,0.29062,0.35545,-0.26536,0.49941,2e-05,2e-05,2e-05,0.49941
GSKA,CHI,1,2,325109.61343,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,2,2,325114.48881,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,3,2,325119.3718,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,4,2,325124.26753,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,5,2,325129.16317,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,6,2,325134.03227,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,7,2,325138.90706,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,8,2,325143.78083,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,9,2,325148.65621,62.61698,1.18137,0.29453,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,CHI,10,2,325153.51917,62.61698,1.18137,0.2927,0.35559,-0.26562,0.49939,5e-05,5e-05,5e-05,0.49939
GSKA,NMIS,1,2,325158.40361,78.29466,1.17133,0.11814,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
GSKA,NMIS,2,2,325164.35881,78.29466,1.17133,0.11814,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
GSKA,NMIS,3,2,325170.32274,78.29466,1.17133,0.11814,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
GSKA,NMIS,4,2,325176.31457,78.35419,1.17015,0.44372,0.25171,-0.30341,0.64666,0.1752,0.28194,0.21611,0.65902
GSKA,NMIS,5,2,325182.2777,78.35782,1.15336,0.12932,0.25472,-0.29273,0.64679,0.17005,0.27808,0.21104,0.65964
GSKA,NMIS,6,2,325188.22906,78.35782,1.15336,0.43798,0.25472,-0.29273,0.64679,0.17005,0.27808,0.21104,0.65964
GSKA,NMIS,7,2,325194.14797,78.45454,1.16616,0.44364,0.25101,-0.29944,0.64669,0.17348,0.28065,0.21442,0.65921
GSKA,NMIS,8,2,325200.08587,78.29466,1.17133,0.4433,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
GSKA,NMIS,9,2,325206.01567,78.39124,1.14618,0.11353,0.25225,-0.28069,0.64679,0.17005,0.27808,0.21104,0.65964
GSKA,NMIS,10,2,325211.95845,78.29466,1.17133,0.11814,0.25206,-0.30421,0.64664,0.17606,0.28258,0.21695,0.65893
GSKA,ARS,1,2,325217.9386,77.05485,1.18803,0.12218,0.25682,-0.31606,0.64036,0.15355,0.234,0.18542,0.65095
GSKA,ARS,2,2,325222.83975,77.97173,1.18338,0.1207,0.25396,-0.31449,0.64521,0.1694,0.26774,0.20751,0.657
GSKA,ARS,3,2,325227.7049,77.09749,1.186,0.12268,0.25651,-0.31397,0.64035,0.15271,0.23328,0.18459,0.65101
GSKA,ARS,4,2,325232.5591,78.07105,1.18117,0.33506,0.25366,-0.31283,0.64592,0.17293,0.27471,0.21225,0.65787
GSKA,ARS,5,2,325237.40696,77.92401,1.18328,0.1202,0.25376,-0.31307,0.64452,0.16551,0.26093,0.20254,0.65622
GSKA,ARS,6,2,325242.2683,77.97173,1.18338,0.32067,0.25396,-0.31449,0.64521,0.1694,0.26774,0.20751,0.657
GSKA,ARS,7,2,325247.11894,77.05485,1.18803,0.32394,0.25682,-0.31606,0.64036,0.15355,0.234,0.18542,0.65095
GSKA,ARS,8,2,325252.01231,77.09749,1.186,0.32368,0.25651,-0.31397,0.64035,0.15271,0.23328,0.18459,0.65101
GSKA,ARS,9,2,325256.87896,77.97173,1.18338,0.32067,0.25396,-0.31449,0.64521,0.1694,0.26774,0.20751,0.657
GSKA,ARS,10,2,325261.75555,77.01275,1.1902,0.12169,0.25716,-0.31849,0.64036,0.15438,0.23473,0.18626,0.65088
