optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,324328.24672,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,2,3,324335.16667,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,3,3,324342.1938,2.22246,0.28203,0.59787,0.80283,0.93438,0.99733,0.99208,0.99209,0.99208,0.99733
SADE,MSEI,4,3,324349.16123,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,5,3,324356.15398,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,6,3,324363.04895,2.22428,0.28167,0.28811,0.80247,0.93434,0.99733,0.99208,0.99209,0.99208,0.99733
SADE,MSEI,7,3,324369.95247,2.20283,0.28101,0.6591,0.80373,0.93496,0.99867,0.99562,0.99562,0.99562,0.99867
SADE,MSEI,8,3,324376.83605,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,9,3,324383.75066,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,MSEI,10,3,324390.66934,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,1,3,324397.61728,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,2,3,324404.68216,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,3,3,324411.74536,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,4,3,324418.78041,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,5,3,324425.84687,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,6,3,324432.19687,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,7,3,324436.65921,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,8,3,324441.17128,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,9,3,324445.67046,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,CHI,10,3,324450.14682,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,1,3,324454.62299,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,2,3,324460.18602,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,3,3,324465.85655,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,4,3,324471.46483,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,5,3,324477.0667,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,6,3,324482.68048,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,7,3,324488.2166,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,8,3,324493.73403,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,9,3,324499.27111,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,10,3,324504.76577,2.19278,0.28038,0.62705,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
SADE,ARS,1,3,324510.26252,2.19278,0.28038,0.60841,0.8044,0.93526,1.0,1.0,1.0,1.0,1.0
