optimizer,obj,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,3,20.998613364266244,0.012766203690473751,0.0006244117231442606,0.10544560114633096,0.0007378504816921353,0.00037561800927124364,0.0011342060365441972,0.0033952967469722184,0.0033914369291561945,0.0033952967469722184,0.0011342060365441972
SADE,CHI,3,17.84349653137217,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SADE,NMIS,3,16.88411916010524,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SADE,ARS,3,12.639594461620808,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,MSEI,3,11.817213774379749,0.006062086274542755,0.0002466576574931345,0.10574755366752776,0.0003446882649583645,0.0001770875489694308,0.0004205829288024113,0.001385077615153766,0.001385077615153766,0.001385077615153766,0.0004205829288024113
SSO,CHI,3,11.648822947234216,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SSO,NMIS,3,14.850800108286801,21.797470271022153,0.14320953450567925,0.4382089750893846,0.12523177074706102,0.21284114720451333,0.07243402549907053,0.13635297097362173,0.0023906819110872985,0.08735452691952107,0.06460993511493071
SSO,ARS,3,11.125845171971324,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,MSEI,3,12.07792094517292,0.008567287980063083,0.0004106417741373376,0.10045558189236342,0.00047389168945376247,0.00025352843364534786,0.0006868090467274761,0.002261822274185158,0.002261822274185158,0.002261822274185158,0.0006868090467274761
AO,CHI,3,7.896586988799773,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AO,NMIS,3,14.831753817446753,9.364648896271552,0.0981950459035485,0.18791834995550588,0.10130988939881436,0.19396146256408767,0.06791623730743629,0.08945134817318293,0.07539186169607434,0.08263347753785993,0.06749565437863388
AO,ARS,3,12.281049448710302,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,MSEI,3,20.331626645968626,0.009810618340462653,0.0005523978035196438,0.0776718028058517,0.000537555165127771,0.00029163142644249323,0.0009324883079398045,0.002853320872246953,0.0028508869964743765,0.002853320872246953,0.0009324883079398045
M-EO,CHI,3,18.718847166271587,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,NMIS,3,24.673308234213582,0.0,0.0,0.009625654609774163,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
M-EO,ARS,3,18.75449863207841,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
GSKA,MSEI,3,17.51077089432531,0.004767545839667785,0.00024199173539605,0.08026796466281622,0.00032324053651180756,0.00013985706989637687,0.0005607772384032151,0.001846770153538355,0.001846770153538355,0.001846770153538355,0.0005607772384032151
GSKA,CHI,3,17.251991722489205,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
GSKA,NMIS,3,20.477630446730284,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
GSKA,ARS,3,16.58954241028766,0.0,0.0,0.009003975418299033,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
IQSA,MSEI,3,24.874842411403794,0.0067928116417283356,0.00033099848942252523,0.10300693388203427,0.0004076231920127504,0.00019973315531811715,0.0006424510357477576,0.0021157410049436826,0.0021157410049436826,0.0021157410049436826,0.0006424510357477576
IQSA,CHI,3,23.80287024556537,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
IQSA,NMIS,3,30.22066361187763,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
IQSA,ARS,3,22.43805946789746,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
SOA,MSEI,3,9.628805306237453,0.44701801172262007,0.021664921468175734,0.1677072073055366,0.018450405475821448,0.013122426308507962,0.019100447609647492,0.036225623896168666,0.03619133703894715,0.036209879084765424,0.019100447609647492
SOA,CHI,3,5.984353134612611,0.014170166195214513,0.0006988633628972086,0.08510374678394991,0.0005818590894709669,0.0004174206511422222,0.0008443281352649415,0.0025045239068533683,0.002501361629193179,0.0025045239068533683,0.0008443281352649415
SOA,NMIS,3,11.87025289023028,90.8275492749446,nan,0.3771806679165834,0.5724291774883598,0.25821578234104897,0.06240122506810263,0.18321604307483555,0.0,0.23200998737123366,0.04215948576536483
SOA,ARS,3,10.303247775796956,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AAEO,MSEI,3,22.928514896192635,0.013654014834879505,0.0005689571356633156,0.13125574781488408,0.0007825094958600227,0.00040009582185605104,0.0010984640792184826,0.0033169926137994543,0.003313629094780791,0.0033169926137994543,0.0010984640792184826
AAEO,CHI,3,22.505556755073798,0.0,0.0,0.007859314078071809,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
AAEO,NMIS,3,28.6760075013426,7.567854299246693,0.00859290766982994,0.3229483325789987,0.0024330285197214172,0.05997944489573073,0.10926247305355018,0.20432620172709673,0.004313346728469665,0.1301734874013223,0.09699182417434299
AAEO,ARS,3,21.098071563150814,0.0,0.0,0.00962565460977416,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
RUN,MSEI,3,24.740038254831493,0.0039243865762689685,0.00016127616066857308,0.011074157304282784,0.00026879360111431775,0.0001138419957660702,0.0004205829288024113,0.001385077615153766,0.001385077615153766,0.001385077615153766,0.0004205829288024113
RUN,CHI,3,24.034398816186037,0.0,0.0,0.009003975418299033,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
RUN,NMIS,3,28.288574619418053,20.592387927984053,0.153228738271325,0.43520396302449055,0.10484174287944663,0.26016019663105866,0.13776851003283247,0.2554905957738736,0.07588517701106061,0.18013272056397134,0.127425973739004
RUN,ARS,3,23.155733330908305,0.0,0.0,0.009003975418299033,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
INFO,MSEI,3,14.90536161988491,0.00797842653660485,0.0003763110415600273,0.06994295694826368,0.0002972541000558441,0.00023717082451263743,0.0004205829288024113,0.001385077615153766,0.001385077615153766,0.001385077615153766,0.0004205829288024113
INFO,CHI,3,15.286086597601136,0.0,0.0,0.00982414259758976,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
INFO,NMIS,3,15.271695107848688,126.70452895264009,nan,0.2825581949184195,0.7324889209203856,0.3796313346685468,0.17087815958551675,0.3985965843695993,0.07678467411462321,0.3962463973113474,0.13733537257385658
INFO,ARS,3,13.751890405813757,0.0,0.0,0.009003975418299033,0.0,1.1702778228589004e-16,0.0,0.0,0.0,0.0,0.0
