optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,1.351307736022159,0.0,0.0,1.3597399555105182e-16,0.0,0.0,0.0,1.3597399555105182e-16,0.0,0.0,1.3597399555105182e-16
GWO,SSEI,7,0.7139908605157341,0.0,1.3597399555105182e-16,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,1.3597399555105182e-16
MVO,SSEI,7,0.8731676241707577,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,0.0,0.0,0.0,1.3597399555105182e-16,1.3597399555105182e-16,1.3597399555105182e-16
PSO,SSEI,7,0.7138167112081355,2.7194799110210365e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
