optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,1.2517900615651703,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16
GWO,SSEI,7,0.6816155634960215,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,0.0,0.0,0.0
MVO,SSEI,7,1.2834164348462023,0.0,0.0,0.0,6.798699777552591e-17,0.0,0.0,0.0,0.0,0.0,0.0
PSO,SSEI,7,0.6572106573491732,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
