optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,4,0.9938563478189355,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
GWO,SSEI,4,0.5300750396249051,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
MVO,SSEI,4,0.5880700124985281,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
PSO,SSEI,4,0.5158556560705595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
