optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,4,405137.02284,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,2,4,405140.15976,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,3,4,405143.3197,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,MSEI,4,4,405146.44998,4.78909,0.68324,0.34942,0.48464,0.20448,0.4205,0.34084,0.19101,0.24482,0.45859
SADE,MSEI,5,4,405149.55126,4.79439,0.67736,0.356,0.48704,0.20782,0.42137,0.35062,0.19683,0.25212,0.45913
SADE,MSEI,6,4,405152.73709,4.78692,0.67852,0.40679,0.48671,0.2072,0.42191,0.35093,0.19706,0.25239,0.45967
SADE,MSEI,7,4,405155.8879,4.79423,0.68027,0.40843,0.48654,0.20278,0.42114,0.35142,0.19708,0.25254,0.45905
SADE,MSEI,8,4,405159.00468,4.789,0.67932,0.3704,0.4867,0.20532,0.4213,0.35096,0.19694,0.2523,0.4591
SADE,MSEI,9,4,405162.1297,4.79065,0.67942,0.36117,0.48682,0.20493,0.42207,0.35191,0.19746,0.25297,0.46003
SADE,MSEI,10,4,405165.24541,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,1,4,405168.3498,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,2,4,405171.61592,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,3,4,405174.84126,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,4,4,405178.06856,4.78557,0.67761,0.36793,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,5,4,405181.23949,4.78672,0.67762,0.36793,0.48671,0.20875,0.42157,0.35015,0.1967,0.2519,0.4592
SADE,CHI,6,4,405183.26661,4.78672,0.67762,0.36793,0.48671,0.20875,0.42157,0.35015,0.1967,0.2519,0.4592
SADE,CHI,7,4,405185.31721,4.78687,0.67993,0.36521,0.48574,0.20747,0.42086,0.34486,0.19353,0.24793,0.45866
SADE,CHI,8,4,405187.36265,4.78767,0.68067,0.37286,0.48582,0.20589,0.42066,0.34528,0.19364,0.24813,0.45856
SADE,CHI,9,4,405189.42965,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,CHI,10,4,405191.45583,4.78557,0.67761,0.40843,0.48665,0.20906,0.42169,0.35006,0.19669,0.25186,0.45927
SADE,RTS,1,4,405193.51743,47.57124,0.85526,0.01378,0.00383,0.00109,0.77687,0.0014,0.04098,0.00271,0.79981
SADE,RTS,2,4,405308.68522,10.52674,0.86154,0.17375,0.31787,-0.06725,0.5897,0.58109,0.37412,0.45518,0.60874
SADE,RTS,3,4,405426.75851,10.39302,0.90242,0.2313,0.31927,-0.07506,0.58874,0.59941,0.3827,0.46715,0.60888
SADE,RTS,4,4,405546.08508,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,5,4,405631.83279,8.83187,1.10128,0.14175,0.32325,-0.31087,0.56831,0.67092,0.38794,0.49162,0.60915
SADE,RTS,6,4,405683.45663,10.49377,0.91877,0.17814,0.30824,-0.091,0.59356,0.59941,0.38654,0.47,0.61309
SADE,RTS,7,4,405735.10912,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,8,4,405786.85563,95.65703,inf,0.0,-1.0,0.0,0.78158,0.0,1.0,0.0,0.80543
SADE,RTS,9,4,405838.55601,9.09175,1.18009,0.17114,0.31549,-0.35307,0.56684,0.66061,0.3766,0.47972,0.61217
SADE,RTS,10,4,405890.25372,10.50652,0.96025,0.1419,0.30143,-0.09081,0.59627,0.59989,0.38929,0.47217,0.61558
