optimizer,obj,trial,n_clusters,fitness
SSA,SSEI,1,7,27.54362249=25.6492412=25.44853471=25.44853471=25.44853471=25.44853471=25.34517398=25.09345862=24.85664736=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.38179484=23.88051896=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723
SSA,SSEI,2,7,27.54362249=25.6492412=25.44853471=25.44853471=25.44853471=25.44853471=25.34517398=25.09345862=24.85664736=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.38179484=23.88051896=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723
SSA,SSEI,3,7,27.54362249=25.6492412=25.44853471=25.44853471=25.44853471=25.44853471=25.34517398=25.09345862=24.85664736=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.80149222=24.38179484=23.88051896=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.65127572=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723=23.6164723
GWO,SSEI,1,7,33.05139227=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=24.22151139=24.22151139=24.22151139=23.45608345=23.45608345=23.45608345=23.45608345=23.45608345=22.37444892=22.37444892=22.37444892=22.37444892=22.37444892=22.20904093=22.20904093=22.17978638=21.88858931=21.31098472=21.31098472=21.31098472=21.29150331=21.23264067=21.04419903=21.04419903=20.8833466=20.63747794=20.54903925=20.38969753=20.38969753=20.34352746=20.28378946=20.24914116=20.24914116=20.24914116=20.22537001=20.22537001=20.22537001
GWO,SSEI,2,7,33.05139227=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=24.22151139=24.22151139=24.22151139=23.45608345=23.45608345=23.45608345=23.45608345=23.45608345=22.37444892=22.37444892=22.37444892=22.37444892=22.37444892=22.20904093=22.20904093=22.17978638=21.88858931=21.31098472=21.31098472=21.31098472=21.29150331=21.23264067=21.04419903=21.04419903=20.8833466=20.63747794=20.54903925=20.38969753=20.38969753=20.34352746=20.28378946=20.24914116=20.24914116=20.24914116=20.22537001=20.22537001=20.22537001
GWO,SSEI,3,7,33.05139227=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=25.84330448=24.22151139=24.22151139=24.22151139=23.45608345=23.45608345=23.45608345=23.45608345=23.45608345=22.37444892=22.37444892=22.37444892=22.37444892=22.37444892=22.20904093=22.20904093=22.17978638=21.88858931=21.31098472=21.31098472=21.31098472=21.29150331=21.23264067=21.04419903=21.04419903=20.8833466=20.63747794=20.54903925=20.38969753=20.38969753=20.34352746=20.28378946=20.24914116=20.24914116=20.24914116=20.22537001=20.22537001=20.22537001
MVO,SSEI,1,7,28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=26.25844739=26.25844739=24.28748092=23.94692693=23.94692693=23.4749776=23.31540352=23.24868432=23.13258279=23.12069831=22.90282405=22.74512088=22.74512088=22.67427138=21.62375247=21.58367533=21.56379205=21.56379205=21.23400101=21.23400101=21.23400101=21.23400101=21.10991635=21.10991635=20.95183846=20.95183846=20.6327938=20.6327938=20.53269019=20.53269019=20.53269019=20.50957785=20.46438308=20.46438308=20.46438308=20.46438308=20.43663912=20.43663912=20.43663912=20.4167111=20.4167111=20.4167111=20.4167111=20.4167111
MVO,SSEI,2,7,28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=26.25844739=26.25844739=24.28748092=23.94692693=23.94692693=23.4749776=23.31540352=23.24868432=23.13258279=23.12069831=22.90282405=22.74512088=22.74512088=22.67427138=21.62375247=21.58367533=21.56379205=21.56379205=21.23400101=21.23400101=21.23400101=21.23400101=21.10991635=21.10991635=20.95183846=20.95183846=20.6327938=20.6327938=20.53269019=20.53269019=20.53269019=20.50957785=20.46438308=20.46438308=20.46438308=20.46438308=20.43663912=20.43663912=20.43663912=20.4167111=20.4167111=20.4167111=20.4167111=20.4167111
MVO,SSEI,3,7,28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=28.26824741=26.25844739=26.25844739=24.28748092=23.94692693=23.94692693=23.4749776=23.31540352=23.24868432=23.13258279=23.12069831=22.90282405=22.74512088=22.74512088=22.67427138=21.62375247=21.58367533=21.56379205=21.56379205=21.23400101=21.23400101=21.23400101=21.23400101=21.10991635=21.10991635=20.95183846=20.95183846=20.6327938=20.6327938=20.53269019=20.53269019=20.53269019=20.50957785=20.46438308=20.46438308=20.46438308=20.46438308=20.43663912=20.43663912=20.43663912=20.4167111=20.4167111=20.4167111=20.4167111=20.4167111
PSO,SSEI,1,7,28.26889813=26.67097674=26.67097674=26.67097674=26.07040751=26.05036349=26.05036349=26.05036349=25.63887494=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.11736374=24.11736374=24.11736374=23.97562282=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.78699421=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=22.81392712=22.81392712=22.81392712=22.81392712=22.81392712=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049
PSO,SSEI,2,7,28.26889813=26.67097674=26.67097674=26.67097674=26.07040751=26.05036349=26.05036349=26.05036349=25.63887494=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.11736374=24.11736374=24.11736374=23.97562282=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.78699421=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=22.81392712=22.81392712=22.81392712=22.81392712=22.81392712=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049
PSO,SSEI,3,7,28.26889813=26.67097674=26.67097674=26.67097674=26.07040751=26.05036349=26.05036349=26.05036349=25.63887494=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.99527539=24.11736374=24.11736374=24.11736374=23.97562282=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.93832549=23.78699421=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=23.12377974=22.81392712=22.81392712=22.81392712=22.81392712=22.81392712=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049=22.81044049
