optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,26.860770000000002,0.81424818,0.55884701,0.82491116,0.5536881,0.54670876,0.7014646299999999,0.61449292,0.6859034999999999,0.66097942,0.6732108499999999
GWO,SSEI,7,53.799896666666676,0.87452623,0.56818316,0.79353234,0.43870704,0.58718111,0.7188773999999999,0.64638946,0.65873555,0.50481896,0.57159711
MVO,SSEI,7,81.39257666666667,0.85171769,0.55192892,0.78901919,0.42489813000000004,0.57186682,0.69371258,0.62692425,0.64949339,0.49257619,0.5602548
PSO,SSEI,7,108.38641333333334,0.8131378000000001,0.55732773,0.83798863,0.59435181,0.54596322,0.78059993,0.64253082,0.69896657,0.71353217,0.70617427
