optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,7,1.2489939378956172,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16,0.0,1.3597399555105182e-16
GWO,SSEI,7,0.6618400881129317,0.0,0.0,0.0,0.0,0.0,1.3597399555105182e-16,0.0,0.0,0.0,0.0
MVO,SSEI,7,1.266251062678067,0.0,0.0,0.0,6.798699777552591e-17,0.0,0.0,0.0,0.0,0.0,0.0
PSO,SSEI,7,0.7606265547121882,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
