optimizer,obj,trial,n_clusters,fitness
SSA,SSEI,1,4,20.19404783=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.80239612=19.80239612=19.74360424=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.38342596=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.14286822=19.14286822=19.14286822=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
SSA,SSEI,2,4,20.19404783=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.80239612=19.80239612=19.74360424=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.38342596=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.14286822=19.14286822=19.14286822=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
SSA,SSEI,3,4,20.19404783=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.8034984=19.80239612=19.80239612=19.74360424=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.74225875=19.38342596=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.25852957=19.14286822=19.14286822=19.14286822=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
GWO,SSEI,1,4,21.73958543=21.73958543=21.73958543=19.76040247=19.76040247=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.30130163=19.30130163=19.30130163=19.30130163=19.30130163=19.22235771=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.20307416=19.1718014=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.16799601=19.16678691=19.16341722=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
GWO,SSEI,2,4,21.73958543=21.73958543=21.73958543=19.76040247=19.76040247=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.30130163=19.30130163=19.30130163=19.30130163=19.30130163=19.22235771=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.20307416=19.1718014=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.16799601=19.16678691=19.16341722=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
GWO,SSEI,3,4,21.73958543=21.73958543=21.73958543=19.76040247=19.76040247=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.58614388=19.30130163=19.30130163=19.30130163=19.30130163=19.30130163=19.22235771=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.2073921=19.20307416=19.1718014=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.17124169=19.16799601=19.16678691=19.16341722=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
MVO,SSEI,1,4,19.95026963=19.95026963=19.95026963=19.95026963=19.95026963=19.34600711=19.34600711=19.26239604=19.26239604=19.26239604=19.15599957=19.15599957=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
MVO,SSEI,2,4,19.95026963=19.95026963=19.95026963=19.95026963=19.95026963=19.34600711=19.34600711=19.26239604=19.26239604=19.26239604=19.15599957=19.15599957=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
MVO,SSEI,3,4,19.95026963=19.95026963=19.95026963=19.95026963=19.95026963=19.34600711=19.34600711=19.26239604=19.26239604=19.26239604=19.15599957=19.15599957=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014=19.14227014
PSO,SSEI,1,4,22.12652667=19.58602847=19.58602847=19.58602847=19.58602847=19.58602847=19.58602847=19.2639849=19.2639849=19.2639849=19.2639849=19.2602979=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.24306807=19.21696423=19.21696423=19.21696423=19.21696423=19.21696423=19.21696423=19.19497252=19.19497252=19.19497252=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251=19.17937251
