optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,4,1.088418085679089,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
GWO,SSEI,4,0.5532545093655686,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
MVO,SSEI,4,0.5987010063740769,0.0,0.0,0.0,4.2491873609703695e-18,0.0,3.3993498887762956e-17,0.0,0.0,0.0,6.798699777552591e-17
PSO,SSEI,4,0.5305272216704228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
