optimizer,obj,n_clusters,time_run,MIS,NMIS,RaS,ARS,HS,CS,VMS,PrS,ReS,FmS
SSA,SSEI,3,1.0596700277444688,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0
GWO,SSEI,3,0.5690051295316573,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MVO,SSEI,3,0.6837447516678083,0.0,0.0,0.0,0.0,0.0,1.6996749443881478e-17,1.6996749443881478e-17,0.0,0.0,0.0
PSO,SSEI,3,0.5520256479850818,1.6996749443881478e-17,0.0,0.0,0.0,1.6996749443881478e-17,0.0,0.0,0.0,0.0,6.798699777552591e-17
