optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,324328.24675,5.50601,0.7289,0.15941,0.50784,0.51798,0.7259,0.61854,0.61886,0.6187,0.7259
SADE,MSEI,2,3,324335.05534,5.51942,0.72803,0.16932,0.50786,0.51772,0.72585,0.61536,0.61655,0.61595,0.72585
SADE,MSEI,3,3,324341.92649,5.51915,0.72511,0.15462,0.5083,0.51673,0.73988,0.63363,0.6338,0.63371,0.73988
SADE,MSEI,4,3,324348.82057,5.52156,0.7312,0.1568,0.50606,0.5166,0.72152,0.61923,0.61942,0.61932,0.72152
SADE,MSEI,5,3,324355.71357,5.5225,0.73139,0.16738,0.50645,0.51688,0.71643,0.60152,0.60231,0.60191,0.71643
SADE,MSEI,6,3,324362.519,5.51659,0.72744,0.15948,0.50811,0.51674,0.7366,0.62716,0.62727,0.62721,0.7366
SADE,MSEI,7,3,324369.30888,5.51636,0.72414,0.1688,0.50854,0.51726,0.742,0.63697,0.63731,0.63714,0.742
SADE,MSEI,8,3,324376.12624,5.51432,0.72654,0.15711,0.50876,0.51764,0.73362,0.62513,0.62585,0.62549,0.73362
SADE,MSEI,9,3,324382.96177,5.51754,0.72726,0.16738,0.50795,0.5183,0.7224,0.61389,0.61562,0.61475,0.7224
SADE,MSEI,10,3,324389.79286,5.51401,0.72444,0.16897,0.50946,0.51826,0.7351,0.6288,0.63009,0.62944,0.73511
SADE,CHI,1,3,324396.62812,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,2,3,324403.82198,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,3,3,324410.62407,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.96221,0.68109,0.78319
SADE,CHI,4,3,324417.43101,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,5,3,324424.6372,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,6,3,324431.57443,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,7,3,324438.12591,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,CHI,8,3,324445.39468,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,9,3,324452.00602,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SADE,CHI,10,3,324457.59754,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SADE,NMIS,1,3,324462.12004,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,2,3,324467.68036,6.88631,0.90251,0.15109,0.48083,0.39879,0.97886,0.95306,0.95332,0.95319,0.97886
SADE,NMIS,3,3,324473.23764,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,4,3,324478.79564,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,5,3,324484.34068,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,6,3,324489.88581,13.97422,0.47398,0.31572,0.64529,0.49582,0.77161,0.57062,0.98632,0.72297,0.79715
SADE,NMIS,7,3,324495.40421,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,NMIS,8,3,324500.95196,51.21243,1.51769,0.12255,-0.0358,-0.04846,0.57214,0.00874,1.0,0.01733,0.65803
SADE,NMIS,9,3,324506.47274,15.54467,0.46124,0.21366,0.62075,0.48941,0.69995,0.43773,0.79549,0.56472,0.72807
SADE,NMIS,10,3,324512.02037,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,1,3,324517.56676,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,2,3,324521.84016,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,3,3,324526.01591,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,4,3,324530.18944,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,5,3,324534.36651,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,6,3,324538.54313,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,7,3,324542.71745,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,8,3,324546.88111,6.80425,0.87909,0.11095,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,9,3,324551.04699,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SADE,ARS,10,3,324555.21052,6.80425,0.87909,0.13391,0.48415,0.40477,1.0,1.0,1.0,1.0,1.0
SSO,MSEI,1,3,324559.38974,5.50913,0.72531,0.16316,0.50948,0.51761,0.74025,0.63394,0.63414,0.63404,0.74025
SSO,MSEI,2,3,324563.24034,5.51765,0.72322,0.15686,0.50968,0.51849,0.73468,0.62956,0.63142,0.63049,0.73468
SSO,MSEI,3,3,324567.09259,5.52166,0.72439,0.15162,0.50928,0.51694,0.74029,0.63399,0.63466,0.63432,0.74029
SSO,MSEI,4,3,324570.91836,5.52374,0.72181,0.15936,0.50995,0.51875,0.73552,0.62926,0.63192,0.63059,0.73553
SSO,MSEI,5,3,324574.7732,5.50835,0.73055,0.15274,0.50701,0.51787,0.72125,0.61629,0.61669,0.61649,0.72125
SSO,MSEI,6,3,324578.67152,5.51234,0.73001,0.15617,0.50679,0.51729,0.72434,0.62064,0.62072,0.62068,0.72434
SSO,MSEI,7,3,324582.50363,5.51036,0.73015,0.1608,0.50703,0.51728,0.72594,0.61653,0.61661,0.61657,0.72594
SSO,MSEI,8,3,324586.3482,5.56162,0.72018,0.1453,0.51044,0.51416,0.75942,0.656,0.65733,0.65666,0.75942
SSO,MSEI,9,3,324590.21116,5.51316,0.7273,0.15485,0.50752,0.51722,0.73332,0.62597,0.62618,0.62607,0.73332
SSO,MSEI,10,3,324594.03571,5.51386,0.72991,0.1523,0.50672,0.51705,0.72541,0.61923,0.61928,0.61925,0.72541
SSO,CHI,1,3,324597.86041,13.76372,0.47906,0.32995,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
SSO,CHI,2,3,324601.54168,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.9169,0.66938,0.78319
SSO,CHI,3,3,324605.44964,13.76372,0.47906,0.32309,0.64567,0.49155,0.75899,0.52709,0.92756,0.6722,0.78319
